Time,M1:EncoderPosition,M2:EncoderPosition,M3:EncoderPosition,M4:EncoderPosition,M1:EncoderVelocity,M2:EncoderVelocity,M3:EncoderVelocity,M4:EncoderVelocity
0.408,-65042.5,396279.8,198507,-535926.8,60,2602,1702,-912
0.409,-64970.75,398865.8,200210.5,-536832.2,78,2562,1706,-900
0.41,-64895.75,401388.8,201903.5,-537730.2,74,2498,1684,-888
0.411,-64814.75,403873.2,203586.5,-538615.8,88,2476,1680,-882
0.412,-64713.5,406328.2,205261,-539484.2,112,2432,1676,-858
0.413,-64600.5,408740.5,206929.8,-540328.2,114,2404,1664,-834
0.414,-64481.5,411116.8,208581.8,-541138,128,2378,1644,-794
0.415,-64354.25,413483.8,210213.2,-541926.8,136,2370,1630,-790
0.416,-64235.25,415841.5,211853.8,-542679,96,2362,1640,-696
0.417,-64163.75,418176.8,213497,-543239.5,64,2314,1636,-440
0.418,-64101.5,420464.2,215101.2,-543580.2,74,2252,1586,-314
0.419,-64018.75,422676,216688.2,-544036.5,90,2186,1596,-616
0.42,-63895.25,424848.5,218329.8,-544896.8,132,2180,1670,-1038
0.421,-63749.75,427042.5,220025.8,-546072.5,146,2208,1710,-1238
0.422,-63628,429229.5,221710.5,-547317.8,118,2158,1666,-1248
0.423,-63486.5,431348.5,223350.8,-548523.2,174,2094,1628,-1144
0.424,-63274,433432.5,224972,-549535.8,246,2082,1618,-906
0.425,-63004.75,435513.5,226590.8,-550353.2,288,2074,1606,-774
0.426,-62735.5,437563.2,228174.5,-551049,254,2026,1566,-604
0.427,-62524.75,439556.8,229736.5,-551539.5,184,1968,1576,-432
0.428,-62387.75,441493.5,231332,-552030.2,110,1914,1604,-582
0.429,-62289.25,443382.8,232909.2,-552731.5,94,1872,1536,-764
0.43,-62178.75,445230,234383,-553511,134,1832,1440,-784
0.431,-62020,447043.5,235802.5,-554278,180,1792,1410,-756
0.432,-61808.75,448855.2,237212.5,-554998.5,228,1820,1410,-688
0.433,-61581.75,450660.8,238603.5,-555641,214,1794,1374,-606
0.434,-61406.75,452413.2,239957.8,-556196.5,148,1720,1350,-510
0.435,-61301.5,454111.8,241306,-556626.8,78,1688,1350,-372
0.436,-61220.75,455793.2,242654.2,-556965.5,90,1678,1344,-342
0.437,-61112.25,457479.5,243976.2,-557367.8,122,1684,1298,-460
0.438,-60964.25,459158.8,245243.8,-557898.8,162,1672,1244,-586
0.439,-60803.25,460808.8,246481.5,-558552.5,162,1634,1242,-702
0.44,-60664.25,462416.5,247722.2,-559301.5,118,1586,1246,-772
0.441,-60556,463973.5,248977.2,-560068,106,1534,1264,-752
0.442,-60459.75,465492.8,250225.5,-560777.5,94,1514,1234,-666
0.443,-60357.5,467017,251438.2,-561380.8,110,1538,1190,-544
0.444,-60250.25,468562.8,252601.5,-561864.5,110,1538,1144,-444
0.445,-60141,470070.2,253731.5,-562279.5,106,1476,1118,-406
0.446,-60024.5,471504.5,254853.5,-562704.5,120,1406,1126,-432
0.447,-59897.75,472900.8,255983.5,-563143.2,130,1400,1138,-444
0.448,-59763.75,474313.2,257111.8,-563604.8,130,1410,1126,-480
0.449,-59634,475702.5,258223.8,-564102.5,124,1360,1100,-514
0.45,-59502.5,477016.8,259302,-564627.2,132,1286,1060,-530
0.451,-59355.75,478280.8,260345,-565150.5,160,1256,1028,-516
0.452,-59193,479538.5,261360.8,-565641,166,1252,1006,-468
0.453,-59040.75,480779.5,262357.2,-566077.8,140,1232,994,-412
0.454,-58940.75,482011.5,263344.2,-566454.8,78,1222,988,-356
0.455,-58860.75,483221.2,264340.5,-566788.2,92,1192,1004,-318
0.456,-58734,484377.5,265353.2,-567100.8,146,1132,1016,-308
0.457,-58560,485474.5,266359.8,-567407.5,188,1082,988,-308
0.458,-58395.25,486560.5,267307,-567717.5,158,1094,918,-312
0.459,-58237.75,487651.2,268212.5,-568035.2,172,1084,912,-324
0.46,-58052,488723,269155,-568377,200,1064,962,-356
0.461,-57837,489777.5,270124.2,-568740,224,1050,968,-362
0.462,-57575.5,490819.8,271081,-569100,284,1032,956,-354
0.463,-57263,491835.8,272053.5,-569443.2,326,1004,990,-328
0.464,-56924.5,492831.5,273059.2,-569757.5,344,988,1010,-298
0.465,-56572.25,493814.8,274059.5,-570040.2,364,982,992,-272
0.466,-56187,494790.5,275039,-570299.5,410,968,976,-250
0.467,-55747.25,495738,276032,-570542.2,464,932,1006,-238
0.468,-55273.5,496650.5,277046.5,-570775.8,474,900,1016,-232
0.469,-54796.5,497554,278058.8,-571015.8,476,896,1010,-248
0.47,-54310.5,498444.5,279076.5,-571277.8,498,870,1026,-268
0.471,-53792,499295.2,280116.5,-571554.2,542,840,1046,-278
0.472,-53229.25,500114.2,281158.8,-571827.5,578,814,1036,-266
0.473,-52635.5,500931.8,282182.8,-572075.5,608,814,1014,-234
0.474,-52025,501750.8,283190.5,-572282.5,622,822,1004,-190
0.475,-51382,502568,284193.5,-572448.5,664,812,1000,-150
0.476,-50683.5,503355.2,285208.2,-572586,724,764,1024,-130
0.477,-49932.75,504103.5,286242.5,-572710.2,772,740,1038,-118
0.478,-49148,504841.8,287279.5,-572832.8,788,744,1036,-122
0.479,-48341.25,505585.2,288317.8,-572954.2,822,738,1038,-118
0.48,-47488.5,506311.5,289357.2,-573043.5,882,714,1040,-68
0.481,-46589.5,507019.5,290396.2,-573096.5,916,704,1040,-56
0.482,-45667.25,507734.2,291439.2,-573170.8,940,720,1050,-94
0.483,-44695.5,508450.2,292498.8,-573282,1006,712,1066,-120
0.484,-43668.5,509143.2,293568,-573403.8,1036,682,1070,-118
0.485,-42648.5,509816.5,294629.5,-573512.2,1016,670,1056,-98
0.486,-41616.75,510489.2,295693.5,-573603.5,1056,676,1072,-80
0.487,-40521,511166.8,296790,-573674.2,1124,678,1108,-58
0.488,-39388.75,511837.8,297907.5,-573717,1146,670,1116,-32
0.489,-38249.5,512488,299016.5,-573740.2,1148,640,1104,-20
0.49,-37088.75,513121,300114,-573756.2,1180,634,1096,-16
0.491,-35895.75,513754.8,301219,-573772,1208,648,1114,-18
0.492,-34679.5,514395.2,302344,-573796,1218,644,1142,-28
0.493,-33450.25,515017,303491,-573830.2,1236,604,1158,-36
0.494,-32195.5,515614.8,304646.2,-573862.5,1262,594,1154,-28
0.495,-30926,516202.2,305781.2,-573886.5,1280,584,1126,-20
0.496,-29653.75,516788.8,306898.5,-573899.5,1278,584,1112,-6
0.497,-28369.25,517362.2,308023.8,-573898.5,1294,566,1128,4
0.498,-27064,517919.5,309164.2,-573894.5,1314,552,1150,2
0.499,-25755.75,518466.2,310314,-573895.2,1304,540,1154,0
0.5,-24466,519000,311469.8,-573895.8,1276,520,1148,0
0.501,-23187.75,519512,312621.2,-573896,1284,502,1148,0
0.502,-21913.5,520009.2,313757.5,-573895.5,1272,498,1124,0
0.503,-20658.5,520508,314872.5,-573895.2,1238,502,1104,0
0.504,-19445.75,521016,315977.2,-573894.5,1194,510,1102,2
0.505,-18257,521533.2,317083.2,-573889,1202,522,1104,10
0.506,-17006.25,522058.5,318193.2,-573876.5,1296,528,1110,14
0.507,-15684.25,522582.2,319292.8,-573863,1322,514,1092,10
0.508,-14409.5,523091.8,320367.5,-573853.8,1230,498,1058,8
0.509,-13216.5,523578.2,321406.5,-573849,1180,474,1026,4
0.51,-12039.75,524036.5,322417.2,-573846.5,1182,446,1004,2
0.511,-10862.5,524468.2,323435,-573845,1166,424,1036,0
0.512,-9732.75,524896,324501.5,-573843,1102,438,1082,2
0.513,-8650.25,525332.2,325565.5,-573840.5,1080,430,1038,4
0.514,-7565.5,525748.2,326560.8,-573837.5,1094,398,962,4
0.515,-6486,526116.8,327504.2,-573834,1064,348,938,4
0.516,-5458.75,526455.2,328426.8,-573831.2,1008,340,914,2
0.517,-4472.25,526785.2,329332.8,-573828.8,968,318,900,4
0.518,-3541.75,527089.2,330224.8,-573826.2,896,290,880,4
0.519,-2685,527362.5,331081.5,-573822.8,832,262,836,4
0.52,-1877.5,527618.5,331882.8,-573819.2,792,250,778,4
0.521,-1112.75,527860.5,332643,-573818,742,230,748,2
0.522,-403.5,528067.2,333379,-573818.5,690,188,718,0
0.523,260.75,528235.5,334071.2,-573817.8,642,154,664,2
0.524,871,528384.5,334708.2,-573815.8,576,144,618,2
0.525,1411.25,528526.8,335315.2,-573814.2,512,138,594,0
0.526,1906,528659.5,335889.5,-573813.2,486,128,554,0
0.527,2383.5,528778.5,336422.5,-573811.8,466,110,522,2
0.528,2816.75,528880.2,336940.2,-573811.2,404,92,514,0
0.529,3186.25,528963,337448.2,-573813,348,74,498,-2
0.53,3516.25,529038,337928,-573814.5,322,74,466,0
0.531,3813.5,529117.8,338372.8,-573814,278,84,432,2
0.532,4074,529193.5,338790.2,-573814,244,70,410,-2
0.533,4310.5,529257.8,339175.5,-573814.2,226,58,372,4
0.534,4525.5,529309,339526.5,-573812,200,46,338,0
0.535,4696.5,529343.8,339852.8,-573815.2,146,20,312,-4
0.536,4815,529333.5,340148.5,-573814.5,98,-20,280,2
0.537,4897.25,529331.2,340410.8,-573813.2,74,12,250,-2
0.538,4945.75,529343.5,340648.8,-573814.8,32,2,226,0
0.539,4959,529325.2,340852.8,-573813.2,-2,-34,182,0
0.54,4947.25,529281,341012.2,-573815.2,-16,-50,138,-4
0.541,4920.25,529224.5,341142.2,-573813,-40,-60,116,6
0.542,4861,529159,341255.5,-573809.2,-72,-70,108,2
0.543,4761.75,529080.5,341340.2,-573809.2,-124,-82,74,0
0.544,4628.75,528992.2,341397.8,-573809,-136,-86,50,2
0.545,4507.25,528899,341449.5,-573808,-116,-94,52,0
0.546,4381.5,528800,341500.5,-573807.5,-132,-102,48,2
0.547,4234,528692.5,341535,-573807,-156,-108,26,0
0.548,4082.25,528579.5,341548.5,-573806.8,-150,-114,8,0
0.549,3939.25,528466.5,341555.5,-573807,-140,-116,8,0
0.55,3794.5,528352.8,341565.2,-573806.8,-148,-114,12,0
0.551,3646.25,528238.2,341580.5,-573806.8,-144,-118,16,0
0.552,3500.25,528123,341600.8,-573807.2,-148,-112,22,0
0.553,3357.25,528001.2,341619.8,-573808,-140,-124,18,0
0.554,3212.75,527866.8,341638.8,-573807.8,-148,-136,22,0
0.555,3075.5,527720.5,341661.2,-573806.8,-130,-152,28,0
0.556,2950.5,527572,341691.5,-573806.2,-118,-146,34,0
0.557,2837,527428.2,341728.8,-573804,-112,-138,40,2
0.558,2730,527301.8,341768.2,-573800.2,-110,-114,42,2
0.559,2625.25,527201.5,341807.2,-573798.2,-102,-92,40,0
0.56,2519.5,527106.2,341847.2,-573798,-106,-100,42,0
0.561,2413.5,526990.8,341893,-573798.2,-110,-130,50,0
0.562,2310.25,526854.8,341942,-573798,-98,-146,50,0
0.563,2212.5,526722,341995,-573797.2,-94,-128,50,0
0.564,2121.5,526594.2,342047.2,-573797.2,-86,-128,54,-2
0.565,2036,526456,342097.5,-573797.2,-84,-142,48,0
0.566,1951,526300.2,342148.2,-573796.8,-82,-160,52,0
0.567,1863,526132.8,342191.5,-573796.5,-86,-166,36,-2
0.568,1772,525957,342217.5,-573796.5,-96,-184,16,0
0.569,1681,525772.5,342227.2,-573796,-94,-188,10,0
0.57,1592.5,525586.5,342246.2,-573795.2,-86,-182,26,0
0.571,1507.75,525412,342283.2,-573794.8,-80,-174,40,0
0.572,1426.5,525240,342322.5,-573794.5,-86,-172,38,0
0.573,1346.75,525053.5,342360.8,-573794.5,-78,-190,40,0
0.574,1265.5,524867.5,342402.2,-573793.5,-82,-182,46,4
0.575,1183,524693,342452.5,-573791.5,-80,-170,56,0
0.576,1093.75,524514.8,342517.2,-573792.8,-90,-186,70,0
0.577,995.5,524326.2,342588,-573792.2,-100,-194,72,4
0.578,888.5,524134.5,342658.8,-573792.5,-108,-194,72,0
0.579,775.25,523943.5,342726.2,-573793.2,-112,-194,66,0
0.58,664.25,523746.2,342787.2,-573792.5,-104,-208,62,-2
0.581,579.25,523526.5,342839.5,-573793.5,-66,-230,50,0
0.582,516,523285.8,342884.5,-573793,-66,-248,42,0
0.583,422,523032.2,342917.2,-573793,-118,-262,24,0
0.584,291.5,522759.8,342919.2,-573794,-146,-284,-26,-2
0.585,145.25,522463.5,342853.5,-573794,-150,-304,-82,0
0.586,-11.5,522144,342749,-573794.5,-162,-324,-108,0
0.587,-195.25,521807.8,342661.8,-573794.8,-192,-348,-56,-2
0.588,-401,521449.5,342641.2,-573794.8,-210,-372,0,0
0.589,-615.25,521067.5,342631.8,-573794.8,-224,-398,-34,-2
0.59,-853.5,520664.8,342549.8,-573795,-254,-408,-128,0
0.591,-1134.75,520242.8,342392.5,-573794.8,-304,-428,-174,2
0.592,-1442.25,519799.5,342235.2,-573794.5,-312,-450,-140,0
0.593,-1762.25,519335.5,342095,-573794.5,-326,-474,-152,2
0.594,-2110.5,518853.5,341923.5,-573794.8,-368,-490,-192,0
0.595,-2510.5,518349.5,341707,-573796,-420,-514,-230,2
0.596,-2957,517825.8,341467.2,-573795,-460,-532,-248,0
0.597,-3434,517278,341204.2,-573796.8,-490,-558,-274,0
0.598,-3940,516701.8,340916.2,-573795.8,-522,-586,-298,0
0.599,-4482.25,516091.8,340595.8,-573797.2,-558,-628,-344,-4
0.6,-5060.5,515427.5,340231.5,-573798.2,-590,-692,-378,0
0.601,-5674.5,514720.8,339827.5,-573796.8,-632,-714,-418,0
0.602,-6329.25,514013.8,339403.8,-573798.8,-672,-700,-428,-2
0.603,-7024.75,513308.5,338962,-573798,-708,-714,-454,2
0.604,-7747,512571,338493.5,-573798.5,-734,-754,-482,-4
0.605,-8508.5,511803.8,338000,-573800.2,-780,-770,-502,0
0.606,-9328.75,511031.2,337487.2,-573798.8,-848,-770,-520,0
0.607,-10191.75,510252.8,336952,-573801,-868,-782,-548,0
0.608,-11061.75,509462.5,336393.5,-573799.8,-878,-802,-566,2
0.609,-11959.5,508653.2,335810.2,-573801,-928,-818,-598,-2
0.61,-12916.25,507828.2,335197.8,-573802.2,-974,-834,-630,2
0.611,-13884.5,506985,334549,-573801,-966,-858,-668,-2
0.612,-14871,506115.8,333868,-573803.2,-1018,-878,-692,-2
0.613,-15948.5,505226,333158.8,-573802.2,-1124,-894,-714,2
0.614,-17083.5,504329.8,332426.2,-573803.5,-1136,-898,-746,-2
0.615,-18231.25,503432.2,331665.5,-573805.2,-1162,-902,-774,0
0.616,-19422,502515.5,330869.5,-573804.5,-1220,-926,-808,0
0.617,-20666,501567.2,330035.2,-573806.5,-1260,-966,-846,-2
0.618,-21937,500595,329175,-573805.8,-1278,-978,-870,2
0.619,-23228.5,499609.8,328282.2,-573806.8,-1304,-986,-910,-4
0.62,-24580.5,498616.5,327346.8,-573808.2,-1376,-998,-956,0
0.621,-25978.5,497609,326385,-573806.8,-1410,-1012,-964,0
0.622,-27395.5,496589.8,325417.2,-573809,-1420,-1024,-972,-2
0.623,-28838.75,495561.5,324429.2,-573808.2,-1464,-1030,-996,2
0.624,-30324.25,494527.2,323426.5,-573809.2,-1502,-1038,-1008,-2
0.625,-31829.25,493480,322406,-573809.5,-1516,-1050,-1034,2
0.626,-33361,492428.8,321356,-573808.8,-1546,-1052,-1064,-2
0.627,-34924.75,491373.8,320285.5,-573810.5,-1576,-1058,-1076,0
0.628,-36498.25,490311.8,319205,-573808.8,-1568,-1066,-1088,0
0.629,-38060.25,489245.2,318113.2,-573810.2,-1562,-1066,-1098,-2
0.63,-39640,488177,317017,-573809.5,-1598,-1072,-1094,2
0.631,-41265.5,487105,315914.2,-573810,-1636,-1072,-1110,-4
0.632,-42901.25,486029.5,314795.8,-573810.8,-1630,-1076,-1124,2
0.633,-44525.5,484951.8,313667.5,-573809.5,-1628,-1076,-1126,-2
0.634,-46168,483873.8,312546,-573811,-1660,-1072,-1124,0
0.635,-47837,482799,311417.5,-573809.8,-1670,-1072,-1132,0
0.636,-49499,481729.8,310276.8,-573810.2,-1654,-1070,-1144,-2
0.637,-51143.75,480657.5,309137.2,-573810.2,-1644,-1072,-1134,0
0.638,-52792.75,479581.2,308003.8,-573810.2,-1652,-1080,-1130,-2
0.639,-54455.5,478500.5,306873.5,-573810.8,-1658,-1078,-1128,0
0.64,-56110,477417.8,305752.2,-573810,-1644,-1078,-1118,0
0.641,-57745,476339.5,304647.5,-573810.5,-1632,-1078,-1100,0
0.642,-59369.75,475271.5,303563.2,-573810,-1626,-1062,-1076,0
0.643,-60983.5,474220.2,302486,-573810.5,-1600,-1046,-1072,0
0.644,-62577,473186.2,301414.8,-573810.5,-1582,-1028,-1066,0
0.645,-64137,472168.2,300355.2,-573810.2,-1542,-1016,-1050,0
0.646,-65659.75,471154,299321.5,-573810.2,-1514,-1012,-1022,0
0.647,-67163.5,470147,298321,-573811.2,-1504,-998,-980,-2
0.648,-68686,469157.5,297353.5,-573811,-1542,-980,-954,0
0.649,-70238.5,468193.5,296404,-573811.2,-1548,-954,-948,0
0.65,-71760.25,467247.5,295450.8,-573811.2,-1490,-942,-956,0
0.651,-73220.75,466306.8,294477,-573811.2,-1440,-946,-978,2
0.652,-74654.25,465368.2,293515.5,-573811.2,-1430,-934,-944,0
0.653,-76072.75,464446.8,292610.5,-573811.8,-1404,-906,-876,0
0.654,-77452.5,463559.8,291746.2,-573811.8,-1360,-870,-856,0
0.655,-78800.5,462698.8,290881.2,-573812,-1338,-856,-864,0
0.656,-80133.5,461853,290033.8,-573812,-1320,-834,-828,0
0.657,-81430.75,461032,289245.8,-573811.8,-1270,-804,-760,0
0.658,-82661.5,460242.5,288506.5,-573812,-1202,-780,-726,0
0.659,-83830.25,459470.5,287796,-573811.5,-1148,-766,-696,0
0.66,-84961.25,458716.8,287111.2,-573811.2,-1120,-738,-676,0
0.661,-86054.25,457997.5,286452.5,-573812,-1070,-700,-648,0
0.662,-87105.5,457310.2,285824.5,-573811.5,-1040,-682,-608,0
0.663,-88114,456633.5,285238.8,-573811.2,-990,-670,-568,0
0.664,-89074.75,455967.8,284691.8,-573811.5,-944,-654,-534,0
0.665,-89991.25,455324,284167.2,-573811.5,-896,-634,-514,0
0.666,-90875,454693,283661.5,-573810.5,-868,-630,-498,0
0.667,-91725.25,454073,283178.5,-573811.2,-832,-608,-474,0
0.668,-92538.5,453465,282720.2,-573811.8,-794,-602,-446,-2
0.669,-93316.25,452863.5,282288.2,-573812.2,-762,-598,-422,0
0.67,-94057.75,452265.8,281882.5,-573812.5,-726,-594,-396,0
0.671,-94763.25,451684.8,281491,-573812.5,-690,-570,-386,-2
0.672,-95441.75,451122.2,281115.8,-573812.5,-670,-556,-362,0
0.673,-96091.25,450569.2,280769.5,-573812.2,-638,-550,-330,0
0.674,-96702.25,450019.8,280457,-573812.5,-588,-542,-300,0
0.675,-97275.5,449483,280168,-573812.5,-560,-526,-280,0
0.676,-97816.25,448970,279901.8,-573812.5,-528,-502,-252,0
0.677,-98324.25,448480,279664.5,-573812,-494,-478,-222,2
0.678,-98795,448009.8,279459.5,-573811.5,-454,-462,-190,-2
0.679,-99224.25,447557,279284,-573813,-414,-450,-166,-2
0.68,-99612.25,447119.5,279140,-573813,-366,-432,-128,2
0.681,-99962.75,446702.5,279026.5,-573812.5,-334,-406,-104,-2
0.682,-100282.8,446314.8,278939.5,-573813.5,-306,-374,-76,2
0.683,-100578.8,445958.2,278876,-573811.8,-284,-344,-54,0
0.684,-100842.2,445623.8,278836.2,-573813.8,-252,-330,-28,-2
0.685,-101069.2,445298,278823.8,-573812,-214,-326,-2,2
0.686,-101269.2,444979,278834,-573812.2,-194,-316,18,-4
0.687,-101445.8,444672.8,278855.2,-573813.2,-164,-296,24,2
0.688,-101597.8,444389.5,278890.2,-573811.2,-138,-270,54,-2
0.689,-101722.5,444137.8,278971.5,-573813,-112,-240,98,0
0.69,-101829,443915.5,279069.2,-573811,-100,-212,98,2
0.691,-101921,443713.2,279148,-573812.5,-78,-198,64,-4
0.692,-101991.8,443514,279200.5,-573813.8,-64,-200,42,-2
0.693,-102035.5,443303.2,279238.5,-573822,-36,-216,38,-12
0.694,-102058.8,443098.8,279290.2,-573835,-18,-190,70,-12
0.695,-102068.8,442930,279399.2,-573844.2,-4,-148,140,-8
0.696,-102067,442797.5,279564.8,-573850.5,8,-128,178,-4
0.697,-102053,442676,279724,-573851.8,22,-120,136,2
0.698,-102003,442562,279846,-573851,74,-100,116,-2
0.699,-101902.2,442475.2,279966.5,-573853.2,110,-70,134,-2
0.7,-101787.8,442442.5,280110.8,-573856.2,116,0,148,-4
0.701,-101691.5,442439.8,280269.5,-573860,84,-12,158,-6
0.702,-101619.5,442410.8,280425.5,-573861,64,-34,152,0
0.703,-101549,442394.2,280581.5,-573861,76,4,164,-2
0.704,-101451.8,442422,280738.8,-573863.8,112,40,160,-2
0.705,-101307.8,442466.5,280891.5,-573863.2,170,50,148,0
0.706,-101116,442526.2,281031.5,-573863.5,210,78,134,-2
0.707,-100903,442615,281161.5,-573863.2,208,104,128,2
0.708,-100704,442725.2,281279,-573864.5,190,114,110,-2
0.709,-100528.8,442845.2,281378.8,-573866.8,170,132,92,-2
0.71,-100346.8,442986,281466,-573869.8,196,150,88,-2
0.711,-100129.2,443153.8,281550.2,-573874.5,236,174,80,-6
0.712,-99896.75,443334.2,281627.2,-573880.8,232,182,72,-4
0.713,-99665.5,443525.8,281685.8,-573867.5,228,200,50,24
0.714,-99441.75,443742.2,281725.2,-573834.2,218,232,32,40
0.715,-99219.5,443987.2,281751.5,-573798.2,224,254,24,36
0.716,-98991,444250.5,281772,-573769.5,230,266,18,24
0.717,-98756.5,444521,281788.8,-573753.2,234,276,16,10
0.718,-98518,444810,281796.8,-573749,240,296,2,0
0.719,-98280.5,445120,281790,-573750,232,312,-14,0
0.72,-98052.5,445439.8,281768.5,-573746.2,220,326,-28,6
0.721,-97835.25,445765.2,281726.8,-573739,212,324,-60,8
0.722,-97618.5,446095,281640.2,-573726.8,218,328,-96,16
0.723,-97408,446425.2,281551,-573706.5,204,330,-88,24
0.724,-97216.25,446742.8,281458,-573678,184,310,-110,32
0.725,-97045,447035,281325.5,-573645.2,162,278,-154,34
0.726,-96891,447293.5,281167.2,-573611.2,144,244,-166,34
0.727,-96757.75,447522.8,280998.5,-573575.5,122,224,-178,36
0.728,-96643,447716.8,280800.2,-573539.5,108,170,-214,36
0.729,-96545.75,447834.2,280559.2,-573503,96,72,-256,36
0.73,-96466.75,447814.2,280293,-573465.8,70,-62,-274,36
0.731,-96405.25,447797.2,280011.2,-573423,50,50,-288,46
0.732,-96358.25,447920,279717.2,-573372.2,44,148,-296,52
0.733,-96325.5,448035,279419.8,-573311.5,24,52,-298,64
0.734,-96319.25,448014,279124.5,-573240.5,-8,-62,-294,74
0.735,-96347.75,447951.2,278831.2,-573167.8,-40,-48,-298,70
0.736,-96402,447928.8,278500.5,-573098.5,-64,-24,-368,74
0.737,-96467.5,447846.2,278057.8,-573011,-70,-136,-490,98
0.738,-96536.5,447668.5,277555,-572896.2,-70,-192,-490,124
0.739,-96614.25,447466.2,277106.2,-572775,-92,-206,-420,120
0.74,-96710,447244.2,276683,-572665.8,-94,-250,-448,102
0.741,-96790,446935.5,276202.2,-572568.8,-66,-352,-502,88
0.742,-96829.5,446544.2,275699.5,-572484.8,-24,-404,-488,82
0.743,-96862.5,446162,275205.2,-572400.5,-48,-370,-502,90
0.744,-96955.75,445784.5,274677.5,-572298.8,-116,-398,-548,114
0.745,-97112,445332.5,274117.5,-572177,-168,-486,-564,126
0.746,-97250,444820,273560.5,-572041,-106,-528,-554,142
0.747,-97322.75,444263.2,273014.8,-571889.8,-60,-586,-546,158
0.748,-97386.25,443644.8,272462.5,-571715.8,-80,-640,-554,184
0.749,-97473.5,442988,271901.5,-571518.5,-92,-664,-564,208
0.75,-97572.5,442321.2,271335.2,-571311.2,-96,-676,-566,202
0.751,-97672.25,441605.2,270769.2,-571114.8,-98,-762,-564,194
0.752,-97769.25,440773.8,270205,-570922.5,-96,-876,-566,194
0.753,-97845.25,439881.2,269624.5,-570730,-60,-898,-592,194
0.754,-97899.5,438996.5,269024.8,-570526,-54,-892,-608,218
0.755,-97960.25,438054.5,268409.8,-570291.8,-78,-994,-622,250
0.756,-98041.75,437017.2,267782.2,-570025.5,-80,-1060,-632,276
0.757,-98114.75,435943,267142.2,-569744.2,-66,-1086,-644,284
0.758,-98170,434827.8,266500.2,-569468.5,-52,-1134,-638,272
0.759,-98222.75,433677.5,265859.2,-569198.2,-56,-1164,-642,270
0.76,-98277.75,432478,265204,-568927.2,-54,-1230,-664,270
0.761,-98317.5,431227.8,264530.8,-568661.5,-32,-1258,-682,264
0.762,-98340.25,429952.5,263847.8,-568398.8,-22,-1286,-684,264
0.763,-98356,428643.5,263156.8,-568128,-12,-1324,-694,274
0.764,-98359.25,427293.2,262444,-567843.8,6,-1374,-726,288
0.765,-98351.5,425914.5,261682.2,-567556.8,8,-1372,-788,284
0.766,-98339.25,424539.2,260863.8,-567275.5,16,-1382,-838,278
0.767,-98325.25,423139.5,260038.5,-566989.8,18,-1422,-796,294
0.768,-98297.25,421695.5,259314.2,-566681.5,34,-1466,-682,318
0.769,-98248.25,420209.5,258623.5,-566355.5,58,-1490,-710,330
0.77,-98194.5,418718.8,257844,-566015.5,50,-1494,-820,346
0.771,-98158.25,417216,256996.8,-565655,24,-1512,-856,370
0.772,-98148.25,415685.8,256147.8,-565271,-2,-1550,-842,392
0.773,-98158.25,414108.5,255298.2,-564878.2,-12,-1592,-858,390
0.774,-98170.75,412505,254426.5,-564502.5,-8,-1614,-884,368
0.775,-98168,410890.2,253532.5,-564132.2,12,-1616,-894,374
0.776,-98139.75,409255.2,252629.8,-563756.8,36,-1644,-912,376
0.777,-98094.25,407591,251700,-563384.5,50,-1674,-942,368
0.778,-98047.75,405913.5,250748.2,-563001.8,40,-1680,-958,390
0.779,-98017.25,404231.5,249774.8,-562596,22,-1686,-984,414
0.78,-98001.5,402541.5,248772.2,-562180.5,14,-1704,-1014,420
0.781,-97965.25,400826.2,247745.5,-561762.2,56,-1724,-1034,420
0.782,-97893.75,399076.2,246697.2,-561345.8,78,-1766,-1066,414
0.783,-97832.5,397297.8,245603.8,-560932,50,-1780,-1110,418
0.784,-97802,395499.8,244484.8,-560515.2,20,-1802,-1114,418
0.785,-97789.5,393691.8,243374.8,-560100.5,12,-1814,-1104,414
0.786,-97764.75,391877.8,242260.5,-559689,38,-1816,-1122,420
0.787,-97715.25,390050.2,241115.2,-559250.8,56,-1836,-1166,458
0.788,-97658.5,388196.5,239920.5,-558771,54,-1866,-1218,494
0.789,-97607.75,386318.8,238695.2,-558263.8,50,-1890,-1222,514
