Time,M1:EncoderPosition,M2:EncoderPosition,M3:EncoderPosition,M4:EncoderPosition,M1:EncoderVelocity,M2:EncoderVelocity,M3:EncoderVelocity,M4:EncoderVelocity
6.997,15749.75,128200.2,31917.25,-418630.8,0,0,2,6
6.998,15748.75,128199.8,31917.25,-418626.2,-2,0,-2,2
6.999,15748.5,128200,31917,-418630.2,0,0,0,-8
7,15749,128199.8,31917.25,-418633.8,0,-2,0,0
7.001,15748,128199.8,31919,-418629,0,0,2,6
7.002,15747.5,128199.5,31921.5,-418626.8,0,0,2,-2
7.003,15747.75,128199,31922.25,-418632,0,0,0,-4
7.004,15747.25,128199,31922.5,-418632,0,0,2,4
7.005,15747.5,128198.8,31923.5,-418627.5,0,0,2,4
7.006,15747,128197.8,31926,-418629.5,-2,-2,2,-4
7.007,15746.75,128196.5,31929.25,-418632.8,0,0,2,2
7.008,15746.5,128195,31930.25,-418628.8,0,0,0,4
7.009,15746.5,128195.2,31930,-418628,0,0,0,-2
7.01,15746.5,128194,31930,-418633,0,-4,0,-4
7.011,15746.5,128192.8,31930.5,-418631.2,0,0,2,4
7.012,15746.75,128192.8,31930.5,-418627,0,0,0,2
7.013,15747,128193,31931.25,-418630.5,0,0,0,-6
7.014,15746.75,128192.8,31931,-418633.2,0,0,-2,0
7.015,15747,128193.2,31931,-418629,0,0,2,4
7.016,15747.5,128193.5,31932.5,-418628,0,0,0,-4
7.017,15747.75,128193.5,31930.75,-418633,0,0,-2,-4
7.018,15747.5,128194.2,31931.25,-418631.5,0,2,2,4
7.019,15747.75,128194,31931,-418627,0,0,-4,2
7.02,15747,128195.2,31928.25,-418630.2,0,2,-2,-6
7.021,15747.5,128196.2,31927.75,-418633,0,2,-2,2
7.022,15747.5,128197.5,31927.25,-418628.5,0,2,-2,6
7.023,15747.25,128199,31924.25,-418627.5,0,2,-2,-2
7.024,15747.25,128201.2,31922.25,-418632.5,0,4,0,-4
7.025,15747.5,128202.5,31922,-418631.2,0,2,0,4
7.026,15747.25,128202.2,31921,-418627.2,0,2,-2,2
7.027,15747.25,128203.5,31919,-418630.8,0,0,-2,-6
7.028,15747.5,128203.2,31917.25,-418632.8,2,0,-2,2
7.029,15747.75,128204.2,31916.5,-418628.5,0,2,-2,4
7.03,15748,128204.2,31916.5,-418628.5,0,-2,0,-4
7.031,15748,128203.8,31916.5,-418633.5,0,2,0,-4
7.032,15748.25,128204.5,31916.5,-418630.8,0,0,0,6
7.033,15747.5,128204,31916.75,-418627.2,-2,0,0,0
7.034,15748.75,128203.8,31917.25,-418631.2,2,2,2,-6
7.035,15748.75,128203.5,31917.5,-418632.5,0,0,0,2
7.036,15748,128203.2,31917.25,-418628,0,0,0,6
7.037,15749.25,128203,31917.25,-418628.2,2,0,0,-6
7.038,15748.25,128202.5,31918.25,-418633.2,-2,-2,2,-4
7.039,15749,128202,31920.75,-418631,2,0,2,6
7.04,15749.5,128201,31921.75,-418627.2,0,0,0,0
7.041,15748.5,128200,31922.75,-418630.8,0,0,0,-6
7.042,15749.25,128199.2,31925,-418632.8,2,-2,2,2
7.043,15749.5,128198.8,31928.75,-418628.8,-2,-2,2,4
7.044,15749.25,128198.5,31930.25,-418628.8,0,0,0,-4
7.045,15749.5,128197.5,31930,-418633,0,-2,0,-2
7.046,15749.75,128197.2,31930,-418630,2,0,0,4
7.047,15750.25,128197.2,31928.5,-418627,2,0,-2,-2
7.048,15750.5,128196.8,31927.25,-418631.8,0,0,0,-6
7.049,15750.5,128196.8,31926.75,-418632.5,0,0,0,4
7.05,15750,128196.5,31926,-418628,0,0,0,4
7.051,15750,128196.5,31924.75,-418628.5,0,0,-2,-4
7.052,15750,128196.5,31924.25,-418633.2,0,0,2,-2
7.053,15749.25,128196,31925.5,-418631,-2,0,2,4
7.054,15749,128196.5,31924.5,-418627.5,0,0,-2,0
7.055,15749.25,128196.2,31925,-418631,0,0,2,-4
7.056,15748.5,128196.5,31926,-418632.2,0,2,0,2
7.057,15748.75,128196.8,31925,-418627.8,0,0,-2,4
7.058,15748.25,128196,31924.25,-418628.8,-2,0,0,-4
7.059,15748,128197.5,31923,-418633.2,0,0,-2,-2
7.06,15747.5,128197,31921.75,-418630,-2,-2,0,6
7.061,15745.75,128196.8,31922,-418627.2,0,0,0,-2
7.062,15747.25,128197.2,31921.25,-418631.8,2,0,-2,-4
7.063,15746.5,128197.2,31919.25,-418632.5,-2,0,-2,2
7.064,15745.5,128197,31917.75,-418627.8,2,-2,0,4
7.065,15747.75,128197.2,31918.75,-418628.8,2,0,2,-4
7.066,15746.5,128197,31920.5,-418633,-2,0,2,-2
7.067,15746.25,128197,31921,-418630.2,2,0,0,6
7.068,15748.25,128197,31921.5,-418627.2,0,-2,0,0
7.069,15747.75,128197,31922,-418631.5,0,2,0,-4
7.07,15747.25,128198,31922.25,-418632.2,0,0,2,2
7.071,15748.25,128197,31923,-418627.8,0,0,0,4
7.072,15748.5,128198.2,31924.25,-418629,0,2,2,-4
7.073,15748.5,128198.5,31924.25,-418632.8,0,0,0,0
7.074,15748.75,128198.2,31923.75,-418629.2,0,0,0,6
7.075,15748.25,128199.5,31924.25,-418627.8,0,2,2,-2
7.076,15747,128200.8,31924.5,-418632.5,-2,0,0,-4
7.077,15746.75,128201.5,31924,-418631.2,2,0,0,4
7.078,15747.75,128201.5,31923,-418627.2,0,0,-2,0
7.079,15747.75,128201.5,31923.75,-418630.5,0,0,-2,-6
7.08,15746.75,128201.2,31923,-418633.2,-2,0,0,2
7.081,15746.5,128201,31924.5,-418628.5,-2,0,2,6
7.082,15745.5,128200.5,31924,-418627,0,0,-2,-2
7.083,15745.25,128200.5,31922.75,-418632.5,2,0,0,-6
7.084,15746,128200,31924.5,-418632.5,-2,-2,2,2
7.085,15744.5,128199,31924.5,-418627.2,-2,-2,-2,4
7.086,15745.25,128198.5,31923.25,-418628.8,2,0,0,-6
7.087,15745.25,128199.2,31926.25,-418633.2,-2,0,2,-2
7.088,15744.75,128197.8,31928.5,-418630.2,0,-2,2,6
7.089,15747.5,128198,31929.25,-418626.8,2,2,2,0
7.09,15747.25,128198,31929.5,-418631.2,-2,-2,0,-6
7.091,15747.25,128196.8,31930.75,-418633.2,0,0,0,2
7.092,15748,128197.8,31931.5,-418628.2,0,2,2,6
7.093,15749,128196.8,31932.25,-418628,2,-2,0,-4
7.094,15751,128197,31932.5,-418632.8,2,2,0,-2
7.095,15752.5,128197.5,31930.25,-418631,2,-2,-2,6
7.096,15752,128196.2,31930,-418626.5,0,0,0,2
7.097,15751.75,128197.5,31928.75,-418629.8,0,0,-4,-6
7.098,15751.75,128197,31925,-418633.5,0,0,-4,0
7.099,15751,128197.5,31921,-418629.2,0,4,-4,6
7.1,15749.25,128198.5,31918.5,-418627.5,-2,-2,-2,-2
7.101,15747.75,128197,31918.5,-418632.2,0,-2,0,-4
7.102,15747.75,128198.5,31918,-418631,0,2,-2,6
7.103,15747.75,128198.2,31916,-418627,0,-2,-2,0
7.104,15747.75,128198.2,31916.5,-418630.2,0,2,2,-6
7.105,15747.75,128200,31916.25,-418632.8,0,0,-2,2
7.106,15747.75,128200,31916,-418628.5,0,0,0,4
7.107,15747.75,128200.5,31916.75,-418628.2,0,2,2,-4
7.108,15749.5,128202.5,31917.75,-418633,2,2,2,-2
7.109,15749.75,128205.5,31917.75,-418630.8,0,2,0,4
7.11,15749.5,128206.8,31918,-418626.5,0,0,2,0
7.111,15749.5,128206.2,31918.5,-418630.5,0,0,0,-8
7.112,15749.25,128207.8,31919,-418633.5,0,2,0,2
7.113,15749.25,128207.5,31919.75,-418629.2,0,0,0,6
7.114,15748.75,128207.2,31920.5,-418627,0,0,2,-2
7.115,15747.5,128208.2,31921.25,-418631.5,-2,-2,0,-4
7.116,15746.5,128206.5,31922,-418631.8,0,-2,0,4
7.117,15746.25,128207,31922.25,-418627.5,0,0,0,4
7.118,15744.5,128207,31924.75,-418629,-2,-2,4,-6
7.119,15744.25,128206,31928.5,-418633.2,0,0,2,0
7.12,15744.25,128205.5,31930.75,-418630,0,0,0,6
7.121,15743.25,128205.2,31930.75,-418627.5,0,0,0,0
7.122,15742.25,128204.2,31931.25,-418632.2,-2,0,2,-6
7.123,15742.25,128203.2,31932.75,-418632.2,0,0,2,4
7.124,15742,128202.2,31936.25,-418627.2,-2,-2,4,4
7.125,15741.25,128201.5,31938.25,-418629.2,-2,0,-2,-4
7.126,15740.75,128200.8,31935.75,-418633.8,-2,0,-2,-2
7.127,15740.75,128200.2,31933.5,-418630.5,0,0,-2,4
7.128,15741,128199.8,31934,-418627.8,0,0,2,-2
7.129,15741.25,128199,31936,-418632.2,0,0,0,-6
7.13,15741,128199,31933.25,-418633.5,0,0,-4,2
7.131,15740.25,128198.8,31929.75,-418628.2,0,0,-2,6
7.132,15740,128198.8,31929.5,-418628,0,0,0,-4
7.133,15740.75,128199,31930.75,-418633.5,0,0,2,-4
7.134,15741.25,128198.8,31932.5,-418632.8,0,0,2,4
7.135,15741.25,128198.8,31933.5,-418628,0,0,0,4
7.136,15743.25,128199.5,31932.25,-418630,4,0,0,-6
7.137,15745.25,128199.8,31933,-418634,0,0,2,0
7.138,15744,128200,31934.25,-418630,0,2,0,6
7.139,15745.25,128201,31934.25,-418628,2,2,0,-2
7.14,15744.75,128201.8,31934,-418632.8,0,0,-2,-4
7.141,15745.25,128202.8,31933.75,-418632,2,0,0,4
7.142,15746.75,128203.5,31933,-418627.8,-2,0,0,2
7.143,15744.25,128204,31932.75,-418630.8,-2,0,0,-6
7.144,15744.25,128204,31932.5,-418633.5,2,0,-2,2
7.145,15745,128204,31931,-418629.5,0,0,-2,6
7.146,15744.5,128204,31931,-418628.5,0,0,2,-4
7.147,15744.75,128204,31931.25,-418633.2,-2,0,-2,-4
7.148,15744.25,128203.8,31930,-418632,0,0,0,4
7.149,15743.75,128204,31930.25,-418627.8,0,0,2,2
7.15,15742.75,128204,31929,-418630.8,0,0,-4,-6
7.151,15743.25,128204,31925.5,-418634,2,0,-2,0
7.152,15744.5,128203.8,31924.5,-418629.8,2,0,0,6
7.153,15745.25,128204,31924.75,-418627.8,0,2,2,-4
7.154,15745,128204.2,31926.5,-418633,0,0,2,-4
7.155,15745.25,128204.2,31929,-418633.2,0,0,4,2
7.156,15745.75,128204.2,31929.25,-418627.8,0,0,0,4
7.157,15745.5,128204,31928.5,-418628.2,2,0,0,-4
7.158,15747.75,128204,31929,-418633,2,0,0,-2
7.159,15746.5,128203.8,31929,-418630.8,-4,0,0,6
7.16,15746.25,128203,31926.75,-418627.2,2,0,-2,0
7.161,15747.75,128202.2,31925,-418631.8,0,0,-2,-6
7.162,15745,128202,31922.25,-418633.5,-2,-2,-4,2
7.163,15745,128201.5,31916.5,-418628.2,2,0,-6,6
7.164,15746,128200.2,31910.75,-418628.2,0,-2,-4,-4
7.165,15745.75,128198,31907.25,-418633.5,-2,-2,-4,-4
7.166,15745.25,128197,31905.5,-418631.5,0,0,-2,4
7.167,15746.25,128198,31903.5,-418626.8,2,-2,-2,2
7.168,15748,128196.8,31903.75,-418630,0,0,2,-6
7.169,15748,128197.2,31906.5,-418633.2,0,0,2,2
7.17,15750,128197.5,31906,-418629.2,2,0,-2,6
7.171,15753,128197,31904.75,-418627.5,4,0,-2,-2
7.172,15756.5,128199.2,31905.75,-418632.5,4,2,2,-6
7.173,15759,128202,31908,-418632.2,2,2,2,4
7.174,15760.25,128205,31909,-418627,2,2,0,4
7.175,15761.75,128205,31910,-418629,2,-2,0,-4
7.176,15763.5,128205.5,31913,-418633.8,0,2,4,-2
7.177,15765.5,128206.2,31918.5,-418631,0,0,6,6
7.178,15765.5,128205.2,31923.75,-418626.2,-2,0,4,2
7.179,15764.25,128205,31926.75,-418629.8,-2,0,2,-6
7.18,15762.25,128205.2,31930,-418632.8,-2,0,4,0
7.181,15759,128204.2,31931.75,-418628.2,-2,0,0,6
7.182,15757,128203.8,31932.5,-418627.8,-2,-2,2,-4
7.183,15756.5,128202.5,31937.75,-418632.8,0,-2,6,-4
7.184,15755,128200,31941.5,-418631,-2,-4,0,6
7.185,15751.75,128197.8,31939.5,-418627,-2,-2,-2,0
7.186,15748.5,128197.8,31938.25,-418629.8,-2,0,0,-4
7.187,15747.5,128197.5,31938.5,-418632.8,0,-2,0,0
7.188,15747.25,128196.2,31937.5,-418629,-2,0,-2,4
7.189,15746,128196.5,31934,-418628.2,-2,0,-4,-4
7.19,15744,128195.2,31931,-418632.8,-2,-2,0,-4
7.191,15742.25,128195.5,31931.5,-418631,-2,0,2,4
7.192,15740.75,128195,31932,-418627.2,0,-4,0,2
7.193,15738.75,128194.5,31932,-418631.5,-2,0,0,-8
7.194,15737.25,128195.2,31930.5,-418633.8,0,0,-2,2
7.195,15738.5,128194.5,31928.75,-418629,2,0,-2,4
7.196,15741.5,128196.2,31927.5,-418627.5,2,2,0,-4
7.197,15743,128195.8,31928.75,-418633,0,0,2,-6
7.198,15742,128195.8,31931,-418632.8,0,2,4,4
7.199,15743.5,128196.5,31930.25,-418627.5,2,2,-2,4
7.2,15743.25,128196.8,31929,-418629,-2,0,0,-4
7.201,15744.75,128196.8,31929,-418633.2,4,0,-2,0
7.202,15747.75,128196.8,31924.75,-418630.2,2,0,-4,4
7.203,15748.25,128196.8,31922.25,-418627.2,-2,0,0,0
7.204,15746.75,128196.8,31921.5,-418631.8,-2,2,-2,-6
7.205,15746.5,128197,31918.75,-418632.2,0,2,-6,4
7.206,15746.25,128196.8,31913.75,-418627.5,0,0,-4,4
7.207,15746.75,128196.8,31909.75,-418628.8,2,0,-4,-6
7.208,15748.25,128196.8,31906.75,-418633.5,2,0,-2,-2
7.209,15749.25,128196.5,31905.75,-418631.2,0,-2,0,4
7.21,15749.75,128196.8,31905.25,-418627,0,0,0,2
7.211,15748.75,128197,31905,-418631,-2,0,-2,-6
7.212,15747.5,128197.5,31903.75,-418633.5,-2,2,-2,2
7.213,15748.75,128199,31903.5,-418629.2,2,2,2,4
7.214,15751.75,128200.8,31906.25,-418628,4,2,2,-2
7.215,15755.5,128201.8,31907,-418633.2,4,2,0,-4
7.216,15758,128202.2,31908,-418632.5,2,0,2,2
7.217,15758.5,128202.5,31911.25,-418628,0,0,2,2
7.218,15758,128202.5,31915.25,-418630,0,0,4,-4
7.219,15757.25,128202.8,31918.5,-418633.2,0,0,2,0
7.22,15756.25,128202.5,31920.5,-418629.5,0,0,4,4
7.221,15755.5,128201.5,31924,-418627.8,2,0,4,-2
7.222,15755.75,128200.5,31928.5,-418633,0,-2,6,-4
7.223,15755,128198.5,31931.75,-418632.2,0,-2,4,6
7.224,15753.5,128197.8,31932,-418627.2,0,0,0,4
7.225,15751.75,128197.2,31931.25,-418629,-2,-2,0,-4
7.226,15750.5,128195.8,31932.25,-418632.8,-2,-2,0,0
7.227,15749,128193,31934.25,-418629.5,-2,-2,2,4
7.228,15749.25,128190,31935.5,-418627.5,0,-2,0,0
7.229,15748.5,128188.5,31937.5,-418632.2,0,0,2,-6
7.23,15748.5,128188.5,31939,-418631.8,2,0,0,2
7.231,15747.75,128188.5,31937,-418627.8,0,0,-2,2
7.232,15747.75,128188.5,31935.5,-418630.2,0,0,0,-6
7.233,15748.75,128188.8,31933.75,-418633.2,2,0,-2,2
7.234,15749,128188,31930.25,-418629,0,-2,-4,6
7.235,15747.5,128189.5,31926,-418627.2,-2,2,-4,-2
7.236,15746.25,128190.2,31922,-418632.8,0,0,-4,-6
7.237,15746.75,128190.8,31917.5,-418632.5,2,0,-4,4
7.238,15747.75,128192.2,31914.25,-418627.5,0,2,-4,4
7.239,15748.5,128195,31911,-418629.2,0,2,0,-6
7.24,15749.25,128196.2,31911.25,-418633.8,2,0,2,-2
7.241,15749.5,128195.8,31913,-418630.5,0,0,2,4
7.242,15749.5,128198,31913,-418627,0,2,0,-2
7.243,15749.5,128199.8,31913.25,-418631.2,0,0,0,-6
7.244,15751.25,128200.8,31913.25,-418632.5,2,2,0,4
7.245,15753.75,128201.8,31912.5,-418628,2,2,2,6
7.246,15754.75,128202.5,31915.25,-418628,0,2,2,-4
7.247,15755,128202.5,31916.25,-418633,0,0,0,-4
7.248,15755,128202.5,31915,-418631,0,0,-2,4
7.249,15753.75,128203,31913.5,-418626.8,-2,0,0,2
7.25,15752.5,128203.2,31913.75,-418629.8,2,2,0,-6
7.251,15753.75,128202.8,31914.75,-418633.2,2,0,2,0
7.252,15753.25,128202,31914.5,-418629.8,-2,0,0,4
7.253,15752.5,128201.5,31915,-418627.2,0,0,2,-2
7.254,15752.5,128201.2,31916.75,-418631.5,0,0,2,-4
7.255,15750.5,128202,31918.75,-418631.5,-2,0,2,4
7.256,15747.5,128200.8,31920.75,-418626.8,-2,0,2,4
7.257,15746.75,128201.8,31922.5,-418629.5,2,2,0,-6
7.258,15747.5,128201,31924.5,-418632.5,0,-2,4,0
7.259,15746.5,128200.2,31929.25,-418628.8,0,2,6,4
7.26,15745.5,128201.2,31934.75,-418627.8,0,0,6,-2
7.261,15744.75,128199.5,31937.75,-418633,0,-2,2,-4
7.262,15743.5,128200.2,31937.75,-418631.5,0,2,0,4
7.263,15742.5,128200.2,31937.75,-418626.8,0,-2,2,2
7.264,15742.5,128198.8,31940,-418629.8,2,0,2,-6
7.265,15742.25,128199.5,31940,-418633.5,0,0,0,0
7.266,15740.5,128199,31939.5,-418629.2,-2,-2,0,6
7.267,15740,128198.8,31939,-418627.5,0,0,-2,-2
7.268,15740.25,128199.2,31937,-418632.8,0,0,-2,-4
7.269,15740.25,128198.5,31935.75,-418632.5,-2,-2,0,4
7.27,15738.75,128198.8,31936.75,-418627.5,0,0,0,2
7.271,15738.75,128198.8,31934.25,-418629.8,0,0,-4,-6
7.272,15738.75,128199,31933.5,-418634,0,2,0,0
7.273,15739.75,128199.2,31934.5,-418631,2,2,0,4
7.274,15741,128199.2,31933.75,-418627,0,0,-2,0
7.275,15740.25,128199.5,31931.25,-418631.2,-2,0,0,-6
7.276,15742.75,128200,31931,-418633.8,2,2,0,2
7.277,15744.25,128200,31930.75,-418629,2,0,0,6
7.278,15743.5,128201,31929,-418628.2,-2,2,-2,-4
7.279,15743.25,128202.8,31927.25,-418633,0,2,-2,-4
7.28,15743.5,128204.8,31925.25,-418631.5,2,2,-2,4
7.281,15743.75,128206.8,31924.25,-418627.5,0,2,0,0
7.282,15744,128207,31922.75,-418630.8,0,-2,-2,-6
7.283,15743.5,128206.8,31920.5,-418632.8,-2,2,-4,2
7.284,15743,128208.5,31918.25,-418628.8,0,2,-2,2
7.285,15743,128207.5,31915.25,-418628.5,0,0,-2,-4
7.286,15742.5,128208.8,31914,-418633.2,0,2,0,-2
7.287,15743.75,128208.5,31914,-418631,0,-2,2,6
7.288,15742.75,128208.2,31914.5,-418626.8,-2,2,0,2
7.289,15743.25,128209,31914,-418630.5,2,0,0,-6
7.29,15745,128208,31915.5,-418633.8,0,-2,2,0
7.291,15743,128208.2,31919,-418629.2,-2,0,4,6
7.292,15744.5,128208.2,31922.5,-418627.2,4,0,2,-2
7.293,15745,128208,31926,-418632.2,-2,0,4,-4
7.294,15744.25,128207.5,31929.25,-418632.2,2,-2,4,4
7.295,15745.75,128207,31932.25,-418628,2,-2,2,4
7.296,15746.25,128206.5,31934.75,-418629.8,0,0,2,-6
7.297,15745.5,128205.5,31934.75,-418633.2,0,-2,0,0
7.298,15745,128204.5,31935.25,-418629.8,0,-2,2,6
7.299,15744.75,128203.2,31937.5,-418626.5,-2,-2,2,0
7.3,15742.75,128202,31936.5,-418631.5,-2,-2,-2,-6
7.301,15743,128201.2,31935.25,-418633.8,0,0,0,2
7.302,15742.75,128201.2,31935.5,-418628.8,0,0,0,6
7.303,15742,128200.8,31935.5,-418627.2,0,0,0,-4
7.304,15740.5,128201,31934.75,-418632.5,-2,0,-2,-4
7.305,15739.25,128201.2,31933.5,-418632,0,0,-2,4
7.306,15740,128201.5,31932,-418627.8,2,2,-2,2
7.307,15741.5,128201.5,31932.25,-418630,2,0,0,-6
7.308,15742.25,128202.2,31930,-418633.2,0,2,-4,2
7.309,15742.75,128203.2,31927,-418629.2,0,0,-2,6
7.31,15743.25,128203.8,31925.75,-418627.2,0,0,-2,-2
7.311,15743,128203.8,31925,-418632.8,2,0,-2,-6
7.312,15744.75,128203.8,31923.5,-418633,2,0,-2,2
7.313,15744.25,128203.5,31922.25,-418628,-2,0,0,4
7.314,15744.75,128203,31922.25,-418629,2,0,0,-4
7.315,15746.25,128203,31920.5,-418633.2,0,0,-2,0
7.316,15743.75,128202.2,31918.5,-418630.2,-2,-2,-2,4
7.317,15745.25,128201,31917.25,-418627,2,-2,0,-2
7.318,15746,128200,31916.75,-418631.5,0,0,0,-6
7.319,15744.5,128198.5,31917,-418633,0,0,0,2
7.32,15747.5,128198,31918,-418627.8,4,0,0,6
7.321,15747.25,128198,31919,-418627.5,-2,-2,0,-4
7.322,15746.25,128196.8,31919.25,-418632.8,2,-2,0,-4
7.323,15748.25,128197.2,31919.25,-418631.2,2,0,2,4
7.324,15749,128197,31921.5,-418627.2,0,-2,2,2
7.325,15749.25,128196.8,31925.25,-418630,2,2,4,-6
7.326,15750.25,128198.2,31926,-418633.2,2,2,0,0
7.327,15751.75,128197.8,31925.5,-418628.8,2,0,2,6
7.328,15753.5,128198.8,31927.5,-418627.8,2,2,2,-2
7.329,15754.5,128200.8,31928,-418632.5,0,4,0,-4
7.33,15754.25,128203.5,31927.75,-418631,0,4,0,6
7.331,15753.75,128205,31927,-418627,0,0,0,0
7.332,15753.75,128204.8,31927.75,-418630.5,0,0,2,-6
7.333,15753,128204.8,31927.75,-418632.8,0,0,0,2
7.334,15750.75,128204.8,31928.25,-418628.2,-2,0,2,6
7.335,15748.5,128205,31928.25,-418627.5,-2,2,0,-4
7.336,15748,128205.5,31927.5,-418632.8,0,0,0,-4
7.337,15747.5,128204.2,31926.75,-418631.8,-2,0,-2,4
7.338,15745,128204.8,31925.5,-418626.8,-2,0,-2,2
7.339,15743.75,128204.5,31924.5,-418628.8,-2,0,0,-6
7.34,15741.5,128203.8,31924,-418632.5,-2,0,0,0
7.341,15737.75,128203.2,31923.75,-418629.8,-4,-2,0,6
7.342,15736,128202.5,31923.5,-418627,0,-2,0,0
7.343,15737.25,128201.5,31924,-418631.8,2,-2,0,-6
7.344,15736.5,128200.8,31925,-418632.8,-2,0,0,2
7.345,15736,128200.5,31926,-418628,2,0,2,6
7.346,15737.5,128200.2,31927.5,-418628.2,0,0,2,-4
7.347,15738.25,128199.8,31926.75,-418633.2,2,-2,-2,-2
7.348,15739,128199,31927.25,-418631,2,-2,4,4
7.349,15741,128198.8,31929,-418627,2,0,0,0
7.35,15742.5,128198.8,31927.25,-418630.8,0,0,-2,-6
7.351,15742,128198.5,31926.5,-418633.5,0,0,0,2
7.352,15744.5,128198.5,31927.5,-418629.2,4,0,0,4
7.353,15745.75,128198.5,31925,-418627.2,0,0,-2,-2
7.354,15745.5,128198.5,31922,-418632.2,0,0,-4,-4
7.355,15747.25,128198.5,31921.75,-418632,0,0,2,4
7.356,15747.75,128198.8,31921.75,-418627.5,-2,2,-2,2
7.357,15747.5,128198.8,31918.75,-418629.8,0,0,-2,-6
7.358,15748.75,128198.8,31916.75,-418633.5,2,0,-2,0
7.359,15750.25,128199.2,31914.75,-418629.8,2,0,-4,6
7.36,15751.25,128199.2,31912.5,-418627,2,0,-2,0
7.361,15750.75,128199.2,31913,-418631.8,0,0,2,-6
7.362,15749.5,128200,31912.5,-418632.2,-2,0,-4,4
7.363,15749.75,128201.2,31910.5,-418627.2,2,2,-2,4
7.364,15750.75,128203,31912.25,-418628.8,0,2,4,-4
7.365,15750,128204,31913.75,-418632.5,-2,-2,0,0
7.366,15750.5,128203.8,31913.75,-418629.5,2,0,0,4
7.367,15750,128205.8,31915.75,-418628.2,-2,2,2,-4
7.368,15749.25,128207.2,31918.75,-418632.8,0,0,2,-4
7.369,15750,128207.8,31920.25,-418631,0,0,2,6
7.37,15749.25,128208.2,31922,-418626.2,-2,0,2,2
7.371,15749.25,128208.8,31926.25,-418629.8,0,0,4,-6
7.372,15748.5,128208.8,31928.75,-418633,-2,0,2,2
7.373,15746.75,128208.5,31931.25,-418628.8,-2,0,2,6
7.374,15747.25,128208.2,31933.5,-418627.8,2,0,0,-4
7.375,15747,128208,31932.75,-418632.8,-2,0,-2,-4
7.376,15745,128207,31934,-418631.2,-2,-2,2,4
7.377,15744,128206.8,31936.5,-418627.2,0,2,0,2
7.378,15742.5,128206.5,31935.25,-418631,-2,-2,-2,-8
7.379,15740.5,128204.5,31934.75,-418633.8,-2,-2,0,2
7.38,15739,128203.8,31935,-418629.2,-2,-2,0,6
7.381,15739.25,128203,31934.5,-418626.8,0,0,-2,-2
7.382,15739.25,128200.8,31934.25,-418632,0,-4,0,-6
7.383,15738.5,128198,31934,-418633.8,-2,-2,0,2
7.384,15738.5,128197,31933.5,-418628.5,0,0,0,4
7.385,15738.5,128197.5,31932.75,-418628.5,0,0,0,-4
7.386,15738.5,128195.8,31931.25,-418633.2,0,-2,-2,-2
7.387,15739.75,128193.8,31931,-418630.5,2,-2,2,6
7.388,15742.5,128193.2,31930.5,-418627,4,0,-2,0
7.389,15744.75,128193.5,31927.75,-418631,2,0,-2,-6
7.39,15744.5,128193.5,31924.5,-418633.5,2,0,-4,2
7.391,15746.75,128193.5,31921.75,-418628.8,4,0,-2,4
7.392,15748.25,128193.5,31922.25,-418627.8,0,-2,0,-4
7.393,15749.5,128192.8,31922,-418632.5,2,0,-2,-4
7.394,15753.5,128193.5,31919,-418631.2,6,0,-2,6
7.395,15758.75,128192.2,31917.5,-418627.2,4,0,0,0
7.396,15762,128191.5,31916.75,-418630.5,4,0,0,-6
7.397,15764.25,128191.8,31916.75,-418632.8,4,0,0,2
7.398,15766.25,128191,31915.75,-418628.5,2,0,-2,4
7.399,15766.75,128189.8,31912.25,-418628.8,0,-2,-4,-4
7.4,15767.5,128188.8,31908.25,-418633,2,-2,-4,-2
7.401,15768.25,128188,31905.5,-418629.8,0,0,-2,6
7.402,15767.25,128188,31904.5,-418626.8,-2,0,0,0
7.403,15767.5,128188.2,31905.25,-418631.2,2,0,0,-4
7.404,15767.75,128188.2,31903,-418631.5,0,0,-4,4
7.405,15767.25,128188.8,31901.5,-418626.8,-2,2,-2,4
7.406,15766.5,128188.8,31902.25,-418629.5,-2,0,2,-6
7.407,15765.75,128189.5,31903.5,-418633.5,0,2,0,0
7.408,15765,128190.8,31904.75,-418629.2,0,2,2,6
7.409,15764,128193.5,31907.25,-418627.5,-2,4,2,-2
7.41,15763.75,128196,31909.5,-418632,0,2,0,-4
7.411,15763.25,128196.8,31912,-418631.5,-2,2,4,4
7.412,15762.25,128198.2,31917.25,-418627,0,4,6,2
7.413,15760.25,128202.8,31922,-418629.2,-2,6,4,-4
7.414,15758.5,128208.8,31922.75,-418633,-2,6,0,0
7.415,15757.5,128212.2,31924.25,-418629.2,0,2,4,4
7.416,15757.5,128213.2,31927.5,-418627.8,2,0,2,-4
7.417,15756.25,128215,31928,-418632.8,-2,2,-2,-4
7.418,15753,128217.5,31927.5,-418631.8,-4,2,0,4
7.419,15749,128220.5,31928.25,-418627.2,-4,2,2,2
7.42,15746.25,128222.8,31927.25,-418630.2,0,0,-2,-6
7.421,15745.75,128222.2,31925,-418633.2,0,-2,-2,0
7.422,15742.5,128222,31925.25,-418629,-4,0,2,4
7.423,15736.25,128221.8,31925.5,-418628.5,-8,-2,-2,-2
7.424,15730.75,128221,31923.25,-418633,-4,0,0,-2
7.425,15728,128219.2,31923.25,-418631.2,-2,-2,2,4
7.426,15725.5,128218.5,31924.25,-418627.5,-2,0,2,2
7.427,15723.5,128218.8,31925.75,-418631.5,0,-2,0,-6
