"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582995342000000"
"StartRawTime","1775582995342000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1520","2026-04-07","17:29:55.56","1775582995560000000","","200.00000000000003","147.70287812202895","-742.59419948781056","0","-156.18689084425341","525.05450300589018","0","-7055.0434273854989","1","-2652.5318091330519","547.79245704770074","-633.86460877359241","1","0","0","0","0","0","0"
"1521","2026-04-07","17:29:55.56","1775582995562000000","","200.00000000000003","147.36130350998866","-741.55520141741238","0","-170.78730602014502","519.49903519908958","0","-7300.2075879458062","1","-2777.7339034003035","546.85240373468559","-470.02665650757081","1","0","0","0","0","0","0"
"1522","2026-04-07","17:29:55.56","1775582995564000000","","200.00000000000003","146.98959401422127","-740.52780622648595","0","-185.85474788369538","513.69759546321347","0","-7533.7209317751785","1","-2900.7198679380508","546.28491366282412","-283.74503593073541","1","0","0","0","0","0","0"
"1523","2026-04-07","17:29:55.56","1775582995566000000","","200.00000000000003","146.5868616298178","-739.51249655114475","0","-201.36619220173202","507.65483767060005","0","-7755.722159018319","1","-3021.3788963067145","546.13347962946591","-75.717016679107019","1","0","0","0","0","0","0"
"1524","2026-04-07","17:29:55.56","1775582995568000000","","200.00000000000003","146.15226384553438","-738.5097452765317","0","-217.29889214171294","501.37563730652346","0","-7966.3499699904605","1","-3139.6001820382935","546.43969311401452","153.10674227430354","1","0","0","0","0","0","0"
"1525","2026-04-07","17:29:55.57","1775582995570000000","","200.00000000000003","145.68500308899195","-737.52001509359286","0","-233.63037827121502","494.86509146942126","0","-8165.7430647510409","1","-3255.2729185510998","547.24273627540242","401.52158069395227","1","0","0","0","0","0","0"
"1526","2026-04-07","17:29:55.57","1775582995572000000","","200.00000000000003","145.184326171875","-736.54375805585187","0","-250.33845855847403","488.12851887049646","0","-8354.0401436295033","1","-3368.2862994623974","548.57888654972635","668.07513716196354","1","0","0","0","0","0","0"
"1527","2026-04-07","17:29:55.57","1775582995574000000","","200.00000000000003","144.64952373513114","-735.58141513618398","0","-267.40121837192987","481.17145983394494","0","-8531.3799067279197","1","-3478.5295182757636","550.48104903395381","951.08124211373024","1","0","0","0","0","0","0"
"1528","2026-04-07","17:29:55.57","1775582995576000000","","200.00000000000003","144.07992969417012","-734.63341578358973","0","-284.79702048051081","473.99967629712592","0","-8697.9010542904689","1","-3585.8917684095104","552.97833231000709","1248.6416380266405","1","0","0","0","0","0","0"
"1529","2026-04-07","17:29:55.57","1775582995578000000","","200.00000000000003","143.47492068406297","-733.7001774799694","0","-302.50450505357662","466.61915181016411","0","-8853.7422865329063","1","-3690.2622434809018","556.09568278646645","1558.6752382296822","1","0","0","0","0","0","0"
"1530","2026-04-07","17:29:55.58","1775582995580000000","","200.00000000000003","142.83391550474141","-732.78210529689682","0","-320.50258966077649","459.03609153629077","0","-8999.0423035999356","1","-3791.5301369366716","559.85359096122443","1878.9540873789861","1","0","0","0","0","0","0"
"1531","2026-04-07","17:29:55.58","1775582995582000000","","200.00000000000003","142.15637456619692","-731.87959145239392","0","-338.77046927224796","451.25692225144576","0","-9133.9398057357357","1","-3889.5846424225056","564.26788029338206","2207.1446660788183","1","0","0","0","0","0","0"
"1532","2026-04-07","17:29:55.58","1775582995584000000","","200.00000000000003","141.44179933367985","-730.99301486770401","0","-357.28761625853167","443.2882923449597","0","-9258.5734931418519","1","-3984.3149532430289","569.3495858098205","2540.8527582192164","1","0","0","0","0","0","0"
"1533","2026-04-07","17:29:55.58","1775582995586000000","","200.00000000000003","140.68973177289894","-730.12274072406638","0","-376.03378039045765","435.137071818815","0","-9373.0820659629899","1","-4075.610263072349","575.10492544038561","2877.6698152825588","1","0","0","0","0","0","0"
"1534","2026-04-07","17:29:55.58","1775582995588000000","","200.00000000000003","139.89975379522014","-729.26912001949029","0","-394.98898883940115","426.81035228804376","0","-9477.6042244717464","1","-4163.3597653856214","581.53536274642533","3215.2186530198605","1","0","0","0","0","0","0"
"1535","2026-04-07","17:29:55.59","1775582995590000000","","200.00000000000003","139.07148670286608","-728.43248912552906","0","-414.1335461770268","418.31544698061407","0","-9572.2786688128272","1","-4247.4526537148449","588.63775554389179","3551.1963987332251","1","0","0","0","0","0","0"
"1536","2026-04-07","17:29:55.59","1775582995592000000","","200.00000000000003","138.20459063411511","-727.61316934405363","0","-433.44803437548762","409.65989073771425","0","-9657.2440992304109","1","-4327.77812144991","596.40458128958892","3883.4128728485666","1","0","0","0","0","0","0"
"1537","2026-04-07","17:29:55.59","1775582995594000000","","200.00000000000003","137.29876400850065","-726.81146646402749","0","-452.91331280722602","400.85144001307071","0","-9732.6392158691979","1","-4404.2253623217675","604.82422725827416","4209.8229843426225","1","0","0","0","0","0","0"
"1538","2026-04-07","17:29:55.59","1775582995596000000","","200.00000000000003","136.35374297201037","-726.02767031828023","0","-472.51051824514434","391.8980728736301","0","-9798.6027189591587","1","-4476.6835697203078","613.88133167116257","4528.552206444203","1","0","0","0","0","0","0"
"1539","2026-04-07","17:29:55.59","1775582995598000000","","200.00000000000003","135.36930084228516","-725.26205434028145","0","-492.22106486260486","382.80798899938873","0","-9855.2733087302604","1","-4545.0419371206863","623.55716108167076","4837.914705254093","1","0","0","0","0","0","0"
"1540","2026-04-07","17:29:55.60","1775582995600000000","","200.00000000000003","134.34524755381869","-724.51487512091489","0","-512.02664423323085","373.58960968327892","0","-9902.7896853129951","1","-4609.1896580549019","633.83000944105527","5136.4241796922552","1","0","0","0","0","0","0"
"1541","2026-04-07","17:29:55.60","1775582995602000000","","200.00000000000003","133.28142910315637","-723.78637196525301","0","-531.90922533116236","364.25157783094164","0","-9941.2905489657533","1","-4669.0159261686404","644.67560520367749","5422.7978813111122","1","0","0","0","0","0","0"
"1542","2026-04-07","17:29:55.60","1775582995604000000","","200.00000000000003","132.1777269940946","-723.07676644933042","0","-551.85105453088568","354.8027579612949","0","-9970.9145998616568","1","-4724.4099348233703","656.06751439451091","5695.9545954167079","1","0","0","0","0","0","0"
"1543","2026-04-07","17:29:55.60","1775582995606000000","","200.00000000000003","131.03405768288002","-722.38626197691826","0","-571.83465560729019","345.25223620607903","0","-9991.8005382022548","1","-4775.2608776079342","667.97752953135057","5955.00756841983","1","0","0","0","0","0","0"
"1544","2026-04-07","17:29:55.60","1775582995608000000","","200.00000000000003","129.85037202340874","-721.71504333629809","0","-591.84282973563995","335.60932031008406","0","-10004.087064174882","1","-4821.4579479974873","680.37603645960826","6199.2534641288439","1","0","0","0","0","0","0"
"1545","2026-04-07","17:29:55.61","1775582995610000000","","200.00000000000003","128.62665471242542","-721.06327625703602","0","-611.85865549165896","325.883539631036","0","-10007.912878009505","1","-4862.8903395240286","693.23235332932461","6428.1584348581755","1","0","0","0","0","0","0"
"1546","2026-04-07","17:29:55.61","1775582995612000000","","200.00000000000003","127.36292373472253","-720.43110696675706","0","-631.86548885144589","316.0846451394832","0","-10003.416679893462","1","-4899.4472457764005","706.51503798180386","6641.3423262396236","1","0","0","0","0","0","0"
"1547","2026-04-07","17:29:55.61","1775582995614000000","","200.00000000000003","126.05922980833964","-719.81866174791855","0","-651.84696319144564","306.22260941925106","0","-9990.7371699998748","1","-4931.0178601160715","720.19216181616775","6838.561917181948","1","0","0","0","0","0","0"
"1548","2026-04-07","17:29:55.61","1775582995616000000","","200.00000000000003","124.71565582976245","-719.22604649458481","0","-671.78698928859149","296.3076266668736","0","-9970.0130485729223","1","-4957.4913761887274","734.23154971601798","7019.693949925113","1","0","0","0","0","0","0"
"1549","2026-04-07","17:29:55.61","1775582995618000000","","200.00000000000003","123.3323163191223","-718.65334626920082","0","-691.66975532007768","286.3501126919914","0","-9941.3830157430984","1","-4978.756987441102","748.60098681691056","7184.7185504462914","1","0","0","0","0","0","0"
"1550","2026-04-07","17:29:55.62","1775582995620000000","","200.00000000000003","121.90935686539484","-718.10062485936646","0","-711.47972686372896","276.36070491718101","0","-9904.9857718256353","1","-4994.7038874051941","763.26839379107491","7333.7034870821753","1","0","0","0","0","0","0"
"1551","2026-04-07","17:29:55.62","1775582995622000000","","200.00000000000003","120.44695357159986","-717.56792433461067","0","-731.2016468974889","266.35026237789816","0","-9860.9600168799716","1","-5005.2212696414244","778.2019729442834","7466.789576604242","1","0","0","0","0","0","0"
"1552","2026-04-07","17:29:55.62","1775582995624000000","","200.00000000000003","118.9453125","-717.05526460316514","0","-750.82053579993158","256.32986572276195","0","-9809.4444512213377","1","-5010.198327568105","793.37032780432708","7584.1774300218385","1","0","0","0","0","0","0"
"1553","2026-04-07","17:29:55.62","1775582995626000000","","200.00000000000003","117.40466911730027","-716.56264296873883","0","-770.32169134986361","246.31081721315695","0","-9750.5777749660174","1","-5009.5242548024999","808.74255906334474","7686.1156295088331","1","0","0","0","0","0","0"
"1554","2026-04-07","17:29:55.62","1775582995628000000","","200.00000000000003","115.825287739847","-716.09003368729179","0","-789.69068872663684","236.30464072351742","0","-9684.4986883866113","1","-5003.0882448197644","824.28833977499676","7772.8903558260072","1","0","0","0","0","0","0"
"1555","2026-04-07","17:29:55.63","1775582995630000000","","200.00000000000003","114.20746097882733","-715.63738752380891","0","-808.91338050983563","226.323081741441","0","-9611.3458915993979","1","-4990.7794910382108","839.9779726259452","7844.8164254742205","1","0","0","0","0","0","0"
"1556","2026-04-07","17:29:55.63","1775582995632000000","","200.00000000000003","112.55150918546809","-715.20463130907467","0","-827.97589667961802","216.37810736712026","0","-9531.2580848911912","1","-4972.4871871603682","855.78243194762683","7902.2296608408169","1","0","0","0","0","0","0"
"1557","2026-04-07","17:29:55.63","1775582995634000000","","200.00000000000003","110.85777989623523","-714.79166749644673","0","-846.86464461643141","206.48190631396801","0","-9444.3739684066932","1","-4948.1005265761269","871.67339292671136","7945.4804895422621","1","0","0","0","0","0","0"
"1558","2026-04-07","17:29:55.63","1775582995636000000","","200.00000000000003","109.12664727803309","-714.39837371863018","0","-865.56630910106946","196.6468889082762","0","-9350.8322423190293","1","-4917.5087028459075","887.62325024086203","7974.9286570753384","1","0","0","0","0","0","0"
"1559","2026-04-07","17:29:55.63","1775582995638000000","","200.00000000000003","107.35851157340323","-714.02460234445118","0","-884.0678523149279","186.88568708950015","0","-9250.7716069292201","1","-4880.600909388022","903.60512810388786","7990.9389315129147","1","0","0","0","0","0","0"
"1560","2026-04-07","17:29:55.64","1775582995640000000","","200.00000000000003","105.55379854572402","-713.67018003563157","0","-902.35651383960658","177.21115440980384","0","-9144.3307623393357","1","-4837.2663398481563","919.59288346312439","7993.8776796182647","1","0","0","0","0","0","0"
"1561","2026-04-07","17:29:55.64","1775582995642000000","","200.00000000000003","103.71295892440969","-713.33490730356289","0","-920.41981065716527","167.63636603434406","0","-9031.6484087793469","1","-4787.3941877298876","935.56110386621606","7984.1102015458318","1","0","0","0","0","0","0"
"1562","2026-04-07","17:29:55.64","1775582995644000000","","200.00000000000003","101.8364678501095","-713.01855806608012","0","-938.24553715009529","158.17461874138417","0","-8912.8632464650073","1","-4730.8736464799495","951.48510130009549","7961.9987169397173","1","0","0","0","0","0","0"
"1563","2026-04-07","17:29:55.64","1775582995646000000","","200.00000000000003","99.924824319907032","-712.72087920423564","0","-955.82176510123418","148.83943092223717","0","-8788.1139755694439","1","-4667.5939095734975","967.34090311456089","7927.9009072326971","1","0","0","0","0","0","0"
"1564","2026-04-07","17:29:55.64","1775582995648000000","","200.00000000000003","97.97855063251933","-712.44159011907391","0","-973.13684369385101","139.64454258086789","0","-8657.5392963084141","1","-4597.4441706846392","983.10524097222185","7882.1689288304806","1","0","0","0","0","0","0"
"1565","2026-04-07","17:29:55.65","1775582995650000000","","200.00000000000003","95.998191833496094","-712.18038228840487","0","-990.17939951161793","130.60391533451821","0","-8521.2779088834614","1","-4520.3136231748431","998.75553861688002","7825.1488223290835","1","0","0","0","0","0","0"
"1566","2026-04-07","17:29:55.65","1775582995652000000","","200.00000000000003","93.98431516041893","-711.93691882357848","0","-1006.9383365385818","121.73173241319546","0","-8379.4685134819247","1","-4436.0914606613733","1014.2698991232086","7757.1802531642788","1","0","0","0","0","0","0"
"1567","2026-04-07","17:29:55.65","1775582995654000000","","200.00000000000003","91.937509488100488","-711.71083402625857","0","-1023.4028361592209","113.04239865995669","0","-8232.2498103195576","1","-4344.6668766193852","1029.6270921812097","7678.5965290005715","1","0","0","0","0","0","0"
"1568","2026-04-07","17:29:55.65","1775582995656000000","","200.00000000000003","89.858384773783769","-711.50173294519664","0","-1039.5623571583599","104.55054053096546","0","-8079.7604995694883","1","-4245.9290644956127","1044.806541875558","7589.724847174125","1","0","0","0","0","0","0"
"1569","2026-04-07","17:29:55.65","1775582995658000000","","200.00000000000003","87.747571502341231","-711.30919093300645","0","-1055.4066357212689","96.271006095093981","0","-7922.1392814545197","1","-4139.7672179357414","1059.7883153437053","7490.8867340736833","1","0","0","0","0","0","0"
"1570","2026-04-07","17:29:55.66","1775582995660000000","","200.00000000000003","85.605720131474015","-711.13275320293769","0","-1070.9256854336074","88.218865034377814","0","-7759.5248561692642","1","-4026.0705303580835","1074.5531126330591","7382.3986446768686","1","0","0","0","0","0","0"
"1571","2026-04-07","17:29:55.66","1775582995662000000","","200.00000000000003","83.433500536911254","-710.97193438565046","0","-1086.1097972813809","80.409408643618008","0","-7592.0559238867327","1","-3904.7281953799029","1089.0822580269216","7264.5726969312818","1","0","0","0","0","0","0"
"1572","2026-04-07","17:29:55.66","1775582995664000000","","200.00000000000006","81.231601457608974","-710.82621808598867","1.4210854715202004E-11","-1100.9495396511397","72.858149830892671","7.1054273576010019E-09","-7419.8711848794119","1","-3775.6294063626683","1103.3576930691322","7137.7175211052872","1","0","0","0","0","0","0"
"1573","2026-04-07","17:29:55.66","1775582995666000000","","200.00000000000006","79.000729940949697","-710.69505643975447","0","-1115.4357583296387","65.580823117102227","-7.1054273576010019E-09","-7243.1093392494859","1","-3638.663356895222","1117.3619714851284","7002.1392079980842","1","0","0","0","0","0","0"
"1574","2026-04-07","17:29:55.66","1775582995668000000","","200.00000000000006","76.741610787941397","-710.57786967048276","0","-1129.5595765041496","58.593384635855728","0","-7061.909087255458","1","-3493.7192406232498","1131.0782561765209","6858.1423456962511","1","0","0","0","0","0","0"
"1575","2026-04-07","17:29:55.67","1775582995670000000","","200.00000000000006","74.454985998416703","-710.47404564621422","0","-1143.3123947623471","51.912012134266661","0","-6876.4091290987608","1","-3340.6862507945334","1144.4903184479288","6706.0311357039382","1","0","0","0","0","0","0"
"1576","2026-04-07","17:29:55.67","1775582995672000000","","200.00000000000006","72.141614216232199","-710.38293943627025","0","-1156.6858910922519","45.553104971986613","0","-6686.7481649524052","1","-3179.4535811400237","1157.5825396162752","6546.1105841732206","1","0","0","0","0","0","0"
"1577","2026-04-07","17:29:55.67","1775582995674000000","","200.00000000000006","69.802270174467651","-710.3038728680267","0","-1169.672020882274","39.533284121773704","0","-6493.0648950110026","1","-3009.9104251064546","1170.3399151478495","6378.6877657871628","1","0","0","0","0","0","0"
"1578","2026-04-07","17:29:55.67","1775582995676000000","","200.00000000000006","67.437744140625","-710.23613408368806","0","-1182.2630169213255","33.869392169322055","0","-6295.4980195257804","1","-2831.9459762258248","1182.7480614677979","6204.0731599742003","1","0","0","0","0","0","0"
"1579","2026-04-07","17:29:55.67","1775582995678000000","","200.00000000000006","65.04884136182784","-710.17897709706119","0","-1194.45138939858","28.578493313432318","0","-6094.1862386272305","1","-2645.4494279448681","1194.7932255902122","6022.5820612071175","1","0","0","0","0","0","0"
"1580","2026-04-07","17:29:55.68","1775582995680000000","","200.00000000000006","62.636381510020414","-710.13162135032974","0","-1206.2299259037131","23.677873365727464","0","-5889.2682525665805","1","-2450.309973852427","1206.4622977253789","5834.5360675833717","1","0","0","0","0","0","0"
"1581","2026-04-07","17:29:55.68","1775582995682000000","","200.00000000000006","60.20119812716689","-710.0932512708282","0","-1217.5916914267616","19.185039750766464","0","-5680.8827615242308","1","-2246.4168074805002","1217.7428270294681","5640.2646520446069","1","0","0","0","0","0","0"
"1582","2026-04-07","17:29:55.68","1775582995684000000","","200.00000000000006","57.74413807045056","-710.06301582781543","0","-1228.5300283581648","15.117721506385351","0","-5469.168465701614","1","-2033.6591221905564","1228.6230406765364","5440.1068235341654","1","0","0","0","0","0","0"
"1583","2026-04-07","17:29:55.68","1775582995686000000","","200.00000000000006","55.266060957473144","-710.04002808924952","0","-1239.0385564887083","11.493869282958258","0","-5254.2640652717409","1","-1811.9261117135466","1239.091866447648","5234.4128855557983","1","0","0","0","0","0","0"
"1584","2026-04-07","17:29:55.68","1775582995688000000","","200.00000000000006","52.767838611453783","-710.02336477856147","0","-1249.1111730096804","8.3316553440226926","0","-5036.3082604860665","1","-1581.1069694677826","1249.1389590507499","5023.5463015509367","1","0","0","0","0","0","0"
"1585","2026-04-07","17:29:55.69","1775582995690000000","","200.00000000000006","50.25035450642838","-710.0120658314288","0","-1258.7420525127015","5.6494735663363826","0","-4815.4397515105529","1","-1341.090888843155","1258.7547304044047","4807.8856768273681","1","0","0","0","0","0","0"
"1586","2026-04-07","17:29:55.69","1775582995692000000","","200.00000000000006","47.714503212448875","-710.0051339525503","0","-1267.9256469897523","3.4659394392519971","0","-4591.7972385253734","1","-1091.7670635421928","1267.930384142039","4587.8268688171602","1","0","0","0","0","0","0"
"1587","2026-04-07","17:29:55.69","1775582995694000000","","200.00000000000006","45.161189840782185","-710.00153417242029","0","-1276.6566858333447","1.7998900650013638","0","-4365.5194217961935","1","-833.02468712531663","1276.6579546171424","4363.7852375517241","1","0","0","0","0","0","0"
"1588","2026-04-07","17:29:55.69","1775582995696000000","","200.00000000000006","42.591329489109711","-710.00019340410131","0","-1284.9301758362371","0.67038415949127739","0","-4136.7450014462293","1","-564.75295275504322","1284.930350715347","4136.1980491022905","1","0","0","0","0","0","0"
"1589","2026-04-07","17:29:55.69","1775582995698000000","","200.00000000000006","40.005846686726358","-710","0","-1292.7414011916767","0.096702050655039784","0","-3905.6126777197733","1","-286.8410544181188","1292.7414048085202","3905.5270465865988","1","0","0","0","0","0","0"
"1590","2026-04-07","17:29:55.70","1775582995700000000","","200.00000000000006","37.40567483973976","-710","0","-1300.0859234932989","0","0","-3672.2611508110958","1","-48.351025327519892","1300.0859234932989","3672.2593423893386","1","0","0","0","0","0","0"
"1591","2026-04-07","17:29:55.70","1775582995702000000","","200.00000000000006","34.79175567626956","-710","0","-1306.9595817351001","0","0","-3436.8291209005974","1","0","1306.9595817351001","3436.8291209005974","1","0","0","0","0","0","0"
"1592","2026-04-07","17:29:55.70","1775582995704000000","","200.00000000000006","32.165038691646544","-710","0","-1313.3584923115079","0","0","-3199.4552882039216","1","0","1313.3584923115079","3199.4552882039216","1","0","0","0","0","0","0"
"1593","2026-04-07","17:29:55.70","1775582995706000000","","200.00000000000006","29.52648059361178","-710","0","-1319.279049017382","0","0","-2960.2783529370527","1","0","1319.279049017382","2960.2783529370527","1","0","0","0","0","0","0"
"1594","2026-04-07","17:29:55.70","1775582995708000000","","200.00000000000006","26.877044747515981","-710","0","-1324.7179230478991","0","0","-2719.4370152585634","1","0","1324.7179230478991","2719.4370152585634","1","0","0","0","0","0","0"
"1595","2026-04-07","17:29:55.71","1775582995710000000","","200.00000000000006","24.217700621518759","-710","0","-1329.6720629986112","0","0","-2477.0699753560166","1","0","1329.6720629986112","2477.0699753560166","1","0","0","0","0","0","0"
"1596","2026-04-07","17:29:55.71","1775582995712000000","","200.00000000000006","21.54942323178733","-710","0","-1334.1386948657146","0","0","-2233.3159335516939","1","0","1334.1386948657146","2233.3159335516939","1","0","0","0","0","0","0"
"1597","2026-04-07","17:29:55.71","1775582995714000000","","200.00000000000006","18.873192587696423","-710","0","-1338.1153220454535","0","0","-1988.3135898694491","1","0","1338.1153220454535","1988.3135898694491","1","0","0","0","0","0","0"
"1598","2026-04-07","17:29:55.71","1775582995716000000","","200.00000000000006","16.189993137027045","-710","0","-1341.5997253346886","0","0","-1742.2016446175803","1","0","1341.5997253346886","1742.2016446175803","1","0","0","0","0","0","0"
"1599","2026-04-07","17:29:55.71","1775582995718000000","","200.00000000000006","13.500813211165706","-710","0","-1344.5899629306693","0","0","-1495.118797990358","1","0","1344.5899629306693","1495.118797990358","1","0","0","0","0","0","0"
"1600","2026-04-07","17:29:55.72","1775582995720000000","","200.00000000000006","10.80664447030378","-710","0","-1347.084370430963","0","0","-1247.2037501468094","1","0","1347.084370430963","1247.2037501468094","1","0","0","0","0","0","0"
"1601","2026-04-07","17:29:55.72","1775582995722000000","","200.00000000000006","8.1084813486366158","-710","0","-1349.0815608335822","0","0","-998.59520130962665","1","0","1349.0815608335822","998.59520130962665","1","0","0","0","0","0","0"
"1602","2026-04-07","17:29:55.72","1775582995724000000","","200.00000000000006","5.4073204995627577","-710","0","-1350.5804245369291","0","0","-749.43185167342108","1","0","1350.5804245369291","749.43185167342108","1","0","0","0","0","0","0"
"1603","2026-04-07","17:29:55.72","1775582995726000000","","200.00000000000006","2.7041602408830556","-710","0","-1351.5801293398511","0","0","-499.85240146099841","1","0","1351.5801293398511","499.85240146099841","1","0","0","0","0","0","0"
"1604","2026-04-07","17:29:55.72","1775582995728000000","","200.00000000000006","5.6843418860808015E-14","-710","0","-1352.0801204414993","0","0","-249.99555082411007","1","0","1352.0801204414993","249.99555082411007","1","0","0","0","0","0","0"
"1605","2026-04-07","17:29:55.73","1775582995730000000","","200.00000000000006","-2.7041602408829419","-710","0","-1352.0801204414993","0","0","0","1","0","1352.0801204414993","0","1","0","0","0","0","0","0"
"1606","2026-04-07","17:29:55.73","1775582995732000000","","200.00000000000006","-5.4073204995626725","-710","0","-1351.5801293398652","0","0","249.99555081706148","1","0","1351.5801293398652","-249.99555081706148","1","0","0","0","0","0","0"
"1607","2026-04-07","17:29:55.73","1775582995734000000","","200.00000000000006","-8.108481348636559","-710","0","-1350.5804245369432","0","0","499.85240146099841","1","0","1350.5804245369432","-499.85240146099841","1","0","0","0","0","0","0"
"1608","2026-04-07","17:29:55.73","1775582995736000000","","200.00000000000006","-10.806644470303752","-710","0","-1349.0815608335963","0","0","749.43185167342108","1","0","1349.0815608335963","-749.43185167342108","1","0","0","0","0","0","0"
"1609","2026-04-07","17:29:55.73","1775582995738000000","","200.00000000000006","-13.500813211165621","-710","0","-1347.0843704309345","0","0","998.59520133088608","1","0","1347.0843704309345","-998.59520133088608","1","0","0","0","0","0","0"
"1610","2026-04-07","17:29:55.74","1775582995740000000","","200.00000000000006","-16.18999313702696","-710","0","-1344.5899629306693","0","0","1247.2037501325985","1","0","1344.5899629306693","-1247.2037501325985","1","0","0","0","0","0","0"
"1611","2026-04-07","17:29:55.74","1775582995742000000","","200.00000000000006","-18.873192587696394","-710","0","-1341.599725334717","0","0","1495.1187979761471","1","0","1341.599725334717","-1495.1187979761471","1","0","0","0","0","0","0"
"1612","2026-04-07","17:29:55.74","1775582995744000000","","200.00000000000006","-21.549423231787273","-710","0","-1338.1153220454394","0","0","1742.2016446388398","1","0","1338.1153220454394","-1742.2016446388398","1","0","0","0","0","0","0"
"1613","2026-04-07","17:29:55.74","1775582995746000000","","200.00000000000006","-24.217700621518645","-710","0","-1334.1386948656861","0","0","1988.3135898766113","1","0","1334.1386948656861","-1988.3135898766113","1","0","0","0","0","0","0"
"1614","2026-04-07","17:29:55.74","1775582995748000000","","200.00000000000006","-26.877044747515924","-710","0","-1329.6720629986396","0","0","2233.3159335232722","1","0","1329.6720629986396","-2233.3159335232722","1","0","0","0","0","0","0"
"1615","2026-04-07","17:29:55.75","1775582995750000000","","200.00000000000006","-29.526480593611666","-710","0","-1324.7179230478707","0","0","2477.0699753844383","1","0","1324.7179230478707","-2477.0699753844383","1","0","0","0","0","0","0"
"1616","2026-04-07","17:29:55.75","1775582995752000000","","200.00000000000006","-32.165038691646402","-710","0","-1319.2790490173677","0","0","2719.4370152515148","1","0","1319.2790490173677","-2719.4370152515148","1","0","0","0","0","0","0"
"1617","2026-04-07","17:29:55.75","1775582995754000000","","200.00000000000006","-34.791755676269503","-710","0","-1313.3584923115507","0","0","2960.2783529085173","1","0","1313.3584923115507","-2960.2783529085173","1","0","0","0","0","0","0"
"1618","2026-04-07","17:29:55.75","1775582995756000000","","200.00000000000006","-37.405674839739675","-710","0","-1306.9595817350857","0","0","3199.455288232457","1","0","1306.9595817350857","-3199.455288232457","1","0","0","0","0","0","0"
"1619","2026-04-07","17:29:55.75","1775582995758000000","","200.00000000000006","-40.005846686726244","-710","0","-1300.0859234932846","0","0","3436.8291209005974","1","0","1300.0859234932846","-3436.8291209005974","1","0","0","0","0","0","0"
"1620","2026-04-07","17:29:55.76","1775582995760000000","","200.00000000000006","-42.59132948910954","-710","0","-1292.7414011916483","0","0","3672.2611508181444","1","0","1292.7414011916483","-3672.2611508181444","1","0","0","0","0","0","0"
"1621","2026-04-07","17:29:55.76","1775582995762000000","","200.00008701136318","-45.161189840782043","-710.00019340410142","0.043505681560418452","-1284.9301758362515","-0.096702050711883203","21.752840780209226","3905.6126776984001","1","-48.351025355941601","1284.9301802115986","-3905.6104900248556","1","0","0","0","0","0","0"
"1622","2026-04-07","17:29:55.76","1775582995764000000","","200.00069411916851","-47.714503212448761","-710.00153417242029","0.30355390266834092","-1276.656685833359","-0.67038415943443397","130.02411055396124","4136.7450014462293","1","-286.84105436127538","1276.6568979341744","-4136.6411387120934","1","0","0","0","0","0","0"
"1623","2026-04-07","17:29:55.76","1775582995766000000","","200.00233586183217","-50.250354506428295","-710.00513395255041","0.82087133182540128","-1267.9256469897666","-1.7998900650582073","258.65871457853018","4365.5194217961935","1","-564.75295281188664","1267.927190231524","-4364.8538513251651","1","0","0","0","0","0","0"
"1624","2026-04-07","17:29:55.76","1775582995768000000","","200.00552044390622","-52.767838611453726","-710.0120658314288","1.5922910370278487","-1258.7420525127156","-3.4659394391951537","385.7098526012237","4591.797238525487","1","-833.02468706847321","1258.7478313351198","-4589.679448202105","1","0","0","0","0","0","0"
