"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775584356046000000"
"StartRawTime","1775584356046000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1364","2026-04-07","17:52:36.49","1775584356496000000","","200","-81.231601457608889","-710.69505643975458","0","-1115.435758329653","-58.593384635912571","0","7061.909087255458","1","-3340.6862508229551","1116.973641445285","-6889.0926916305943","1","0","0","0","0","0","0"
"1365","2026-04-07","17:52:36.49","1775584356498000000","","200","-83.43350053691114","-710.82621808598867","0","-1100.9495396511254","-65.580823117045384","0","7243.1093392638104","1","-3493.7192405664064","1102.9010532313105","-7036.2941069872704","1","0","0","0","0","0","0"
"1366","2026-04-07","17:52:36.50","1775584356500000000","","200","-85.605720131473987","-710.97193438565057","0","-1086.1097972814234","-72.858149830949515","0","7419.8711848509902","1","-3638.6633569520654","1088.5507805093357","-7175.1363609873806","1","0","0","0","0","0","0"
"1367","2026-04-07","17:52:36.50","1775584356502000000","","200","-87.74757150234106","-711.13275320293781","0","-1070.9256854335365","-80.409408643618008","0","7592.0559239434624","1","-3775.6294063342466","1073.9401737153266","-7305.3033970045362","1","0","0","0","0","0","0"
"1368","2026-04-07","17:52:36.50","1775584356504000000","","200","-89.858384773783627","-711.30919093300645","0","-1055.4066357212832","-88.21886503432097","0","7759.5248561266317","1","-3904.7281953514812","1059.0872177835313","-7426.4779658976749","1","0","0","0","0","0","0"
"1369","2026-04-07","17:52:36.50","1775584356506000000","","200","-91.937509488100261","-711.50173294519664","0","-1039.5623571583171","-96.271006095093981","0","7922.1392814830551","1","-4026.0705303865052","1044.0105368410409","-7538.340471245192","1","0","0","0","0","0","0"
"1370","2026-04-07","17:52:36.50","1775584356508000000","","200","-93.984315160418703","-711.71083402625857","0","-1023.4028361592209","-104.55054053096546","0","8079.7604995481151","1","-4139.7672179357414","1028.7294010496901","-7640.5678956754173","1","0","0","0","0","0","0"
"1371","2026-04-07","17:52:36.51","1775584356510000000","","200","-95.998191833495866","-711.93691882357859","0","-1006.9383365385818","-113.04239866001353","0","8232.2498103195576","1","-4245.9290645240344","1013.2637354045073","-7732.8328225913765","1","0","0","0","0","0","0"
"1372","2026-04-07","17:52:36.51","1775584356512000000","","200","-97.978550632519131","-712.18038228840499","0","-990.17939951163214","-121.73173241319546","0","8379.4685134748197","1","-4344.6668765909635","997.63413027699391","-7814.8025637566998","1","0","0","0","0","0","0"
"1373","2026-04-07","17:52:36.51","1775584356514000000","","200","-99.924824319906833","-712.44159011907391","0","-973.13684369385101","-130.60391533446136","0","8521.2779088905681","1","-4436.0914606329516","981.86185344737862","-7886.1384148076468","1","0","0","0","0","0","0"
"1374","2026-04-07","17:52:36.51","1775584356516000000","","200","-101.83646785010936","-712.72087920423564","0","-955.8217651012626","-139.64454258086789","0","8657.5392962942024","1","-4520.3136232032648","965.96886332526947","-7946.4950610545766","1","0","0","0","0","0","0"
"1375","2026-04-07","17:52:36.51","1775584356518000000","","200","-103.71295892440955","-713.01855806608012","0","-938.24553715009529","-148.83943092223717","0","8788.1139755836557","1","-4597.4441706846392","949.97782299342452","-7995.5201659224713","1","0","0","0","0","0","0"
"1376","2026-04-07","17:52:36.52","1775584356520000000","","200","-105.55379854572382","-713.334907303563","0","-920.41981065713685","-158.17461874144101","0","8912.863246479219","1","-4667.5939096019192","933.91211463612558","-8032.8541786494725","1","0","0","0","0","0","0"
"1377","2026-04-07","17:52:36.52","1775584356522000000","","200","-107.35851157340295","-713.67018003563157","0","-902.35651383956395","-167.63636603428722","0","9031.6484087864519","1","-4730.873646423106","917.79585381819675","-8058.1304089644163","1","0","0","0","0","0","0"
"1378","2026-04-07","17:52:36.52","1775584356524000000","","200","-109.12664727803292","-714.02460234445118","0","-884.06785231498475","-177.21115440980384","0","9144.3307622895991","1","-4787.3941877583093","901.65390297169176","-8070.9754232524911","1","0","0","0","0","0","0"
"1379","2026-04-07","17:52:36.52","1775584356526000000","","200","-110.85777989623512","-714.39837371863018","0","-865.56630910109789","-186.88568708950015","0","9250.77160694343","1","-4837.2663398481563","885.51188331372032","-8071.0098289857224","1","0","0","0","0","0","0"
"1380","2026-04-07","17:52:36.52","1775584356528000000","","200","-112.55150918546792","-714.79166749644685","0","-846.86464461640298","-196.64688890833304","0","9350.832242347451","1","-4880.6009094164438","869.39618426732966","-8057.8495231953293","1","0","0","0","0","0","0"
"1381","2026-04-07","17:52:36.53","1775584356530000000","","200","-114.20746097882721","-715.20463130907478","0","-827.97589667964644","-206.48190631396801","0","9444.3739683782715","1","-4917.5087028174858","853.33396927434853","-8031.1074964905629","1","0","0","0","0","0","0"
"1382","2026-04-07","17:52:36.53","1775584356532000000","","200","-115.82528773984683","-715.63738752380891","0","-808.91338050980721","-216.37810736706342","0","9531.2580849196129","1","-4948.1005265477052","837.35317669162544","-7990.3962913615487","1","0","0","0","0","0","0"
"1383","2026-04-07","17:52:36.53","1775584356534000000","","200","-117.40466911729993","-716.09003368729179","0","-789.69068872655157","-226.323081741441","0","9611.3458916278196","1","-4972.4871871887899","821.48251423287059","-7935.3312293774252","1","0","0","0","0","0","0"
"1384","2026-04-07","17:52:36.53","1775584356536000000","","200","-118.94531249999966","-716.56264296873894","0","-770.32169134986361","-236.30464072357427","0","9684.4986883439778","1","-4990.7794910666325","805.75144516880141","-7865.5345320345868","1","0","0","0","0","0","0"
"1385","2026-04-07","17:52:36.53","1775584356538000000","","200","-120.44695357159952","-717.05526460316526","0","-750.82053579993158","-246.31081721315695","0","9750.5777749660174","1","-5003.0882447913427","790.19016423586891","-7780.6404664662523","1","0","0","0","0","0","0"
"1386","2026-04-07","17:52:36.54","1775584356540000000","","200","-121.90935686539478","-717.56792433461078","0","-731.20164689763101","-256.32986572276195","0","9809.4444511502843","1","-5009.5242548024999","774.8295609275998","-7680.3016541345523","1","0","0","0","0","0","0"
"1387","2026-04-07","17:52:36.54","1775584356542000000","","200","-123.33231631912213","-718.10062485936658","0","-711.47972686367211","-266.35026237789816","0","9860.9600169794467","1","-5010.198327568105","759.70116756971004","-7564.1966789448816","1","0","0","0","0","0","0"
"1388","2026-04-07","17:52:36.54","1775584356544000000","","200","-124.71565582976228","-718.65334626920082","0","-691.66975532007768","-276.36070491712417","0","9904.9857717972136","1","-5005.2212696130027","744.83708933351716","-7432.0391180964407","1","0","0","0","0","0","0"
"1389","2026-04-07","17:52:36.54","1775584356546000000","","200","-126.05922980833918","-719.22604649458492","0","-671.78698928844938","-286.35011269204824","0","9941.3830158141536","1","-4994.7038874620375","730.269913125269","-7283.5881041240782","1","0","0","0","0","0","0"
"1390","2026-04-07","17:52:36.54","1775584356548000000","","200","-127.36292373472213","-719.81866174791867","0","-651.84696319147406","-296.3076266668736","0","9970.0130484876572","1","-4978.7569874126802","716.03259216526044","-7118.6604800042796","1","0","0","0","0","0","0"
"1391","2026-04-07","17:52:36.55","1775584356550000000","","200","-128.62665471242519","-720.43110696675717","0","-631.86548885153115","-306.22260941925106","0","9990.7371699714531","1","-4957.4913761887274","702.15830303509165","-6937.1445650843953","1","0","0","0","0","0","0"
"1392","2026-04-07","17:52:36.55","1775584356552000000","","200","-129.85037202340845","-721.06327625703614","0","-611.85865549163054","-316.0846451394832","0","10003.416679950305","1","-4931.0178601160715","688.68027210961895","-6739.0154627363472","1","0","0","0","0","0","0"
"1393","2026-04-07","17:52:36.55","1775584356554000000","","200","-131.03405768287985","-721.71504333629809","0","-591.8428297356968","-325.88353963097916","0","10007.912877966874","1","-4899.4472457479787","675.63156861707773","-6524.3517462706104","1","0","0","0","0","0","0"
"1394","2026-04-07","17:52:36.55","1775584356556000000","","200","-132.1777269940942","-722.38626197691826","0","-571.8346556071765","-335.60932031008406","0","10004.087064260148","1","-4862.8903395524503","663.04486215668305","-6293.3532301973401","1","0","0","0","0","0","0"
"1395","2026-04-07","17:52:36.55","1775584356558000000","","200","-133.28142910315592","-723.07676644933053","0","-551.85105453085725","-345.25223620613588","0","9991.8005381596231","1","-4821.457948025909","650.95214339623817","-6046.3593802224404","1","0","0","0","0","0","0"
"1396","2026-04-07","17:52:36.56","1775584356560000000","","200","-134.34524755381847","-723.78637196525301","0","-531.90922533127605","-354.80275796123806","0","9970.9145997906035","1","-4775.2608775510907","639.38440788732021","-5783.8677544589809","1","0","0","0","0","0","0"
"1397","2026-04-07","17:52:36.56","1775584356562000000","","200","-135.36930084228476","-724.51487512091489","0","-512.02664423314559","-364.25157783094164","0","9941.2905490652283","1","-4724.4099348517921","628.3713045302012","-5506.5516785595037","1","0","0","0","0","0","0"
"1398","2026-04-07","17:52:36.56","1775584356564000000","","200","-136.35374297201002","-725.26205434028145","0","-492.22106486263328","-373.58960968327892","0","9902.7896852561516","1","-4669.0159261686404","617.94075214199086","-5215.2761941051722","1","0","0","0","0","0","0"
"1399","2026-04-07","17:52:36.56","1775584356566000000","","200","-137.29876400850037","-726.02767031828034","0","-472.51051824517276","-382.80798899944557","0","9855.2733087302604","1","-4609.1896580833236","608.11852980658421","-4911.111167703325","1","0","0","0","0","0","0"
"1400","2026-04-07","17:52:36.56","1775584356568000000","","200","-138.2045906341146","-726.8114664640276","0","-452.91331280711233","-391.8980728736301","0","9798.6027190302138","1","-4545.0419370922646","598.92784911037347","-4595.3403481053665","1","0","0","0","0","0","0"
"1401","2026-04-07","17:52:36.57","1775584356570000000","","200","-139.07148670286568","-727.61316934405363","0","-433.44803437554447","-400.85144001301387","0","9732.6392157839327","1","-4476.6835696918861","590.388918819222","-4269.4651455757366","1","0","0","0","0","0","0"
"1402","2026-04-07","17:52:36.57","1775584356572000000","","200","-139.89975379521985","-728.43248912552895","0","-414.13354617708364","-409.65989073765741","0","9657.2440992304109","1","-4404.2253623217675","582.51851485458906","-3935.201982316471","1","0","0","0","0","0","0"
"1403","2026-04-07","17:52:36.57","1775584356574000000","","200","-140.68973177289877","-729.26912001949029","0","-394.98898883945799","-418.31544698067091","0","9572.2786688128272","1","-4327.7781215067535","575.32957032213801","-3594.4722662255231","1","0","0","0","0","0","0"
"1404","2026-04-07","17:52:36.57","1775584356576000000","","200","-141.44179933367957","-730.12274072406638","0","-376.03378039040081","-426.81035228804376","0","9477.6042245285898","1","-4247.4526536864232","568.8308015701507","-3249.3843759936567","1","0","0","0","0","0","0"
"1405","2026-04-07","17:52:36.57","1775584356578000000","","200","-142.15637456619652","-730.99301486770401","0","-357.28761625847483","-435.137071818815","0","9373.0820659629899","1","-4163.3597653856214","563.02638659543811","-2902.2074873562929","1","0","0","0","0","0","0"
"1406","2026-04-07","17:52:36.58","1775584356580000000","","200","-142.83391550474084","-731.87959145239392","0","-338.7704692721627","-443.2882923449597","0","9258.5734931560637","1","-4075.610263072349","557.91571135879633","-2555.3376183208911","1","0","0","0","0","0","0"
"1407","2026-04-07","17:52:36.58","1775584356582000000","","200","-143.47492068406245","-732.78210529689693","0","-320.50258966080492","-451.2569222515026","0","9133.9398056788923","1","-3984.3149532714506","553.49319766297117","-2211.2568479125798","1","0","0","0","0","0","0"
"1408","2026-04-07","17:52:36.58","1775584356584000000","","200","-144.07992969416955","-733.7001774799694","0","-302.5045050535482","-459.03609153623393","0","8999.0423036283573","1","-3889.5846423656621","549.74822319908765","-1872.4872319417614","1","0","0","0","0","0","0"
"1409","2026-04-07","17:52:36.58","1775584356586000000","","200","-144.64952373513091","-734.63341578358973","0","-284.79702048068134","-466.61915181016411","0","8853.7422864334294","1","-3791.5301369650933","546.66514038368189","-1541.54140770288","1","0","0","0","0","0","0"
"1410","2026-04-07","17:52:36.58","1775584356588000000","","200","-145.18432617187494","-735.58141513618398","0","-267.40121837201514","-473.99967629712592","0","8697.9010543331005","1","-3690.2622434809018","544.2233959658646","-1220.872208908645","1","0","0","0","0","0","0"
"1411","2026-04-07","17:52:36.59","1775584356590000000","","200","-145.68500308899155","-736.54375805585198","0","-250.3384585583035","-481.17145983400178","0","8531.3799068558183","1","-3585.8917684379321","542.39774851314769","-912.82372635845377","1","0","0","0","0","0","0"
"1412","2026-04-07","17:52:36.59","1775584356592000000","","200","-146.15226384553364","-737.52001509359286","0","-233.63037827104449","-488.12851887043962","0","8354.0401436295033","1","-3478.5295182189202","541.15857619160067","-619.58616077350825","1","0","0","0","0","0","0"
"1413","2026-04-07","17:52:36.59","1775584356594000000","","200","-146.58686162981729","-738.5097452765317","0","-217.29889214182663","-494.86509146942126","0","8165.7430646089324","1","-3368.2862994908191","540.47226319312995","-343.15649923536284","1","0","0","0","0","0","0"
"1414","2026-04-07","17:52:36.59","1775584356596000000","","200","-146.9895940142207","-739.51249655114475","0","-201.3661922017036","-501.37563730652346","0","7966.3499700615148","1","-3255.2729185510998","540.30165004961441","-85.306571757769234","1","0","0","0","0","0","0"
"1415","2026-04-07","17:52:36.59","1775584356598000000","","200","-147.3613035099882","-740.52780622648595","0","-185.85474788375222","-507.65483767060005","0","7755.7221589756864","1","-3139.6001820382935","540.60653114931597","152.44054985078037","1","0","0","0","0","0","0"
"1416","2026-04-07","17:52:36.60","1775584356600000000","","200","-147.70287812202861","-741.55520141741249","0","-170.78730602020187","-513.69759546327032","0","7533.7209317751785","1","-3021.3788963351362","541.34418208971613","368.82547020007905","1","0","0","0","0","0","0"
"1417","2026-04-07","17:52:36.60","1775584356602000000","","200","-148.01525190371706","-742.59419948781067","0","-156.18689084422499","-519.49903519908958","0","7300.2075879884387","1","-2900.7198679096291","542.46990003535757","562.85897282072028","1","0","0","0","0","0","0"
"1418","2026-04-07","17:52:36.60","1775584356604000000","","200","-148.2994055116958","-743.64430849382245","0","-142.07680398936873","-525.05450300589018","0","7055.0434274281315","1","-2777.7339034003035","543.93754178085169","733.82087274706009","1","0","0","0","0","0","0"
"1419","2026-04-07","17:52:36.60","1775584356606000000","","200","-148.5563667606753","-744.70502762707065","0","-128.48062448975384","-530.35956662409944","0","6798.0897498074455","1","-2652.5318091046302","545.70004652645923","881.25237280377178","1","0","0","0","0","0","0"
"1420","2026-04-07","17:52:36.60","1775584356608000000","","200","-148.78721117823352","-745.77584765788549","0","-115.42220877910836","-535.41001540742172","0","6529.2078553227384","1","-2525.2243916611405","547.7099331562498","1004.9433148952858","1","0","0","0","0","0","0"
"1421","2026-04-07","17:52:36.61","1775584356610000000","","200","-148.99306255961847","-746.85625137853003","0","-102.92569069247293","-540.20186032227002","0","6248.2590433177165","1","-2395.9224574241489","549.9197647840673","1104.9158139087467","1","0","0","0","0","0","0"
"1422","2026-04-07","17:52:36.61","1775584356612000000","","200","-149.17509352254797","-747.94571404642647","0","-91.015481464751247","-544.73133394822071","0","5955.1046138608399","1","-2264.7368129753431","552.28257626985521","1181.4057428939577","1","0","0","0","0","0","0"
"1423","2026-04-07","17:52:36.61","1775584356614000000","","200","-149.33452606201104","-749.04370382738205","0","-79.716269731534339","-548.99489047778616","0","5649.6058666084537","1","-2131.7782647827244","554.75226311447091","1234.843422307847","1","0","0","0","0","0","0"
"1424","2026-04-07","17:52:36.61","1775584356616000000","","200","-149.47263210506878","-750.14968223881465","0","-69.05302152887316","-552.98920571630106","0","5331.6241013305898","1","-1997.1576192574503","557.28393249851786","1265.8346920234749","1","0","0","0","0","0","0"
"1425","2026-04-07","17:52:36.61","1775584356618000000","","200","-149.59073406565386","-751.26310459297906","0","-59.050980292539634","-556.71117708220663","0","5001.0206181667627","1","-1860.9856829527871","559.83421917721842","1275.1433393502793","1","0","0","0","0","0","0"
"1426","2026-04-07","17:52:36.62","1775584356620000000","","200","-149.69020539937293","-752.38342044019305","0","-49.735666859533012","-560.15792360699379","0","4657.6567165033111","1","-1723.3732623935794","562.36157046660037","1263.6756446909772","1","0","0","0","0","0","0"
"1427","2026-04-07","17:52:36.62","1775584356622000000","","200","-149.7724711583071","-753.51007401206311","0","-41.132879467085104","-563.3267859350326","0","4301.3936962239541","1","-1584.4311640194064","564.82650568572626","1232.4676095629457","1","0","0","0","0","0","0"
"1428","2026-04-07","17:52:36.62","1775584356624000000","","200","-149.83900854581134","-754.64250466470992","0","-33.268693752120271","-566.21532632340177","0","3932.0928574824165","1","-1444.2701941845826","567.19185620695293","1182.6752606133368","1","0","0","0","0","0","0"
"1429","2026-04-07","17:52:36.62","1775584356626000000","","200","-149.89134747131664","-755.78014732199529","0","-26.169462752648087","-568.82132864268442","0","3549.6154997360918","1","-1303.001159641326","569.42299277390543","1115.5682834762501","1","0","0","0","0","0","0"
"1430","2026-04-07","17:52:36.62","1775584356628000000","","200","-149.93107110513165","-756.9224329187474","0","-19.861816907507546","-571.14279837605864","0","3153.8229225702707","1","-1160.7348666871076","571.48804703834571","1032.5271322201388","1","0","0","0","0","0","0"
"1431","2026-04-07","17:52:36.63","1775584356630000000","","200","-149.95981643324109","-758.06878884398679","0","-14.372664054718598","-573.17796261969534","0","2744.5764263944739","1","-1017.5821218183501","573.3581344193999","935.04369052709535","1","0","0","0","0","0","0"
"1432","2026-04-07","17:52:36.63","1775584356632000000","","200","-149.97927481210911","-759.21863938415243","0","-9.7291894340116869","-574.92527008281513","0","2321.7373103534555","1","-873.65373155989801","575.00758543417567","824.72550738788186","1","0","0","0","0","0","0"
"1433","2026-04-07","17:52:36.63","1775584356634000000","","200","-149.99119252347595","-760.37140616632792","0","-5.9588556834171413","-576.38339108774517","0","1885.1668752972728","1","-729.06050246501763","576.4141926452404","703.30360553236915","1","0","0","0","0","0","0"
"1434","2026-04-07","17:52:36.63","1775584356636000000","","200","-149.99737132916511","-761.52650860146673","0","-3.0894028445800359","-577.55121756940753","0","1434.7264194185527","1","-583.91324083117979","577.55948033587094","572.64384531526957","1","0","0","0","0","0","0"
"1435","2026-04-07","17:52:36.63","1775584356638000000","","200","-149.99966902587818","-762.68336432761896","0","-1.1488483565358365","-578.42786307611505","0","970.27724402209969","1","-438.32275335375925","578.42900397140113","434.76181776509293","1","0","0","0","0","0","0"
"1436","2026-04-07","17:52:36.64","1775584356640000000","","200","-150","-763.84138965315663","0","-0.16548706091157328","-579.01266276883234","0","491.68064781213161","1","-292.39984635864857","579.01268641768183","291.84122314035221","1","0","0","0","0","0","0"
"1437","2026-04-07","17:52:36.64","1775584356642000000","","200","-150","-765","0","0","-579.30517342168741","0","82.74353045578664","1","-146.25532642753569","579.30517342168741","146.24350200278968","1","0","0","0","0","0","0"
"1438","2026-04-07","17:52:36.64","1775584356644000000","","200","-150","-766.15861034684337","0","0","-579.30517342168741","0","0","1","0","579.30517342168741","0","1","0","0","0","0","0","0"
"1439","2026-04-07","17:52:36.64","1775584356646000000","","200","-150","-767.31663567238104","0","0","-579.01266276883234","0","0","1","146.25532642753569","579.01266276883234","-146.25532642753569","1","0","0","0","0","0","0"
"1440","2026-04-07","17:52:36.64","1775584356648000000","","200","-150","-768.47349139853327","0","0","-578.42786307611505","0","0","1","292.39984635864857","578.42786307611505","-292.39984635864857","1","0","0","0","0","0","0"
"1441","2026-04-07","17:52:36.65","1775584356650000000","","200","-150","-769.6285938336722","0","0","-577.55121756946437","0","0","1","438.32275332533754","577.55121756946437","-438.32275332533754","1","0","0","0","0","0","0"
"1442","2026-04-07","17:52:36.65","1775584356652000000","","200","-150","-770.78136061584757","0","0","-576.38339108768832","0","0","1","583.91324088802321","576.38339108768832","-583.91324088802321","1","0","0","0","0","0","0"
"1443","2026-04-07","17:52:36.65","1775584356654000000","","200","-150","-771.93121115601321","0","0","-574.92527008281513","0","0","1","729.06050243659593","574.92527008281513","-729.06050243659593","1","0","0","0","0","0","0"
"1444","2026-04-07","17:52:36.65","1775584356656000000","","200","-150","-773.0775670812526","0","0","-573.17796261969534","0","0","1","873.65373155989801","573.17796261969534","-873.65373155989801","1","0","0","0","0","0","0"
"1445","2026-04-07","17:52:36.65","1775584356658000000","","200","-150","-774.21985267800471","0","0","-571.14279837605864","0","0","1","1017.5821218183501","571.14279837605864","-1017.5821218183501","1","0","0","0","0","0","0"
"1446","2026-04-07","17:52:36.66","1775584356660000000","","200","-150","-775.35749533529008","0","0","-568.82132864268442","0","0","1","1160.7348666871076","568.82132864268442","-1160.7348666871076","1","0","0","0","0","0","0"
"1447","2026-04-07","17:52:36.66","1775584356662000000","","200","-150","-776.489925987937","0","0","-566.21532632345861","0","0","1","1303.0011596129043","566.21532632345861","-1303.0011596129043","1","0","0","0","0","0","0"
"1448","2026-04-07","17:52:36.66","1775584356664000000","","200","-150","-777.61657955980695","0","0","-563.32678593497576","0","0","1","1444.270194241426","563.32678593497576","-1444.270194241426","1","0","0","0","0","0","0"
"1449","2026-04-07","17:52:36.66","1775584356666000000","","200","-150","-778.73689540702094","0","0","-560.15792360699379","0","0","1","1584.4311639909847","560.15792360699379","-1584.4311639909847","1","0","0","0","0","0","0"
"1450","2026-04-07","17:52:36.66","1775584356668000000","","200","-150","-779.85031776118547","0","0","-556.71117708226348","0","0","1","1723.3732623651576","556.71117708226348","-1723.3732623651576","1","0","0","0","0","0","0"
"1451","2026-04-07","17:52:36.67","1775584356670000000","","200","-150","-780.95629617261807","0","0","-552.98920571630106","0","0","1","1860.9856829812088","552.98920571630106","-1860.9856829812088","1","0","0","0","0","0","0"
"1452","2026-04-07","17:52:36.67","1775584356672000000","","200","-150","-782.05428595357353","0","0","-548.99489047772931","0","0","1","1997.157619285872","548.99489047772931","-1997.157619285872","1","0","0","0","0","0","0"
"1453","2026-04-07","17:52:36.67","1775584356674000000","","200","-150","-783.14374862146997","0","0","-544.73133394822071","0","0","1","2131.7782647543027","544.73133394822071","-2131.7782647543027","1","0","0","0","0","0","0"
"1454","2026-04-07","17:52:36.67","1775584356676000000","","200","-150","-784.22415234211451","0","0","-540.20186032227002","0","0","1","2264.7368129753431","540.20186032227002","-2264.7368129753431","1","0","0","0","0","0","0"
"1455","2026-04-07","17:52:36.67","1775584356678000000","","200","-150","-785.29497237292935","0","0","-535.41001540742172","0","0","1","2395.9224574241489","535.41001540742172","-2395.9224574241489","1","0","0","0","0","0","0"
"1456","2026-04-07","17:52:36.68","1775584356680000000","","200","-150","-786.35569150617766","0","0","-530.35956662415629","0","0","1","2525.2243916327188","530.35956662415629","-2525.2243916327188","1","0","0","0","0","0","0"
"1457","2026-04-07","17:52:36.68","1775584356682000000","","200","-150","-787.40580051218944","0","0","-525.05450300589018","0","0","1","2652.5318091330519","525.05450300589018","-2652.5318091330519","1","0","0","0","0","0","0"
"1458","2026-04-07","17:52:36.68","1775584356684000000","","200","-150","-788.44479858258762","0","0","-519.49903519908958","0","0","1","2777.7339034003035","519.49903519908958","-2777.7339034003035","1","0","0","0","0","0","0"
"1459","2026-04-07","17:52:36.68","1775584356686000000","","200","-150","-789.47219377351405","0","0","-513.69759546321347","0","0","1","2900.7198679380508","513.69759546321347","-2900.7198679380508","1","0","0","0","0","0","0"
"1460","2026-04-07","17:52:36.68","1775584356688000000","","200","-150","-790.48750344885525","0","0","-507.65483767060005","0","0","1","3021.3788963067145","507.65483767060005","-3021.3788963067145","1","0","0","0","0","0","0"
"1461","2026-04-07","17:52:36.69","1775584356690000000","","200","-150","-791.4902547234683","0","0","-501.37563730652346","0","0","1","3139.6001820382935","501.37563730652346","-3139.6001820382935","1","0","0","0","0","0","0"
"1462","2026-04-07","17:52:36.69","1775584356692000000","","200","-150","-792.47998490640714","0","0","-494.86509146942126","0","0","1","3255.2729185510998","494.86509146942126","-3255.2729185510998","1","0","0","0","0","0","0"
"1463","2026-04-07","17:52:36.69","1775584356694000000","","200","-150","-793.45624194414813","0","0","-488.12851887049646","0","0","1","3368.2862994623974","488.12851887049646","-3368.2862994623974","1","0","0","0","0","0","0"
"1464","2026-04-07","17:52:36.69","1775584356696000000","","200","-150","-794.41858486381602","0","0","-481.17145983394494","0","0","1","3478.5295182757636","481.17145983394494","-3478.5295182757636","1","0","0","0","0","0","0"
"1465","2026-04-07","17:52:36.69","1775584356698000000","","200","-150","-795.36658421641027","0","0","-473.99967629712592","0","0","1","3585.8917684095104","473.99967629712592","-3585.8917684095104","1","0","0","0","0","0","0"
"1466","2026-04-07","17:52:36.70","1775584356700000000","","200","-150","-796.2998225200306","0","0","-466.61915181016411","0","0","1","3690.2622434809018","466.61915181016411","-3690.2622434809018","1","0","0","0","0","0","0"
"1467","2026-04-07","17:52:36.70","1775584356702000000","","200","-150","-797.21789470310318","0","0","-459.03609153629077","0","0","1","3791.5301369366716","459.03609153629077","-3791.5301369366716","1","0","0","0","0","0","0"
"1468","2026-04-07","17:52:36.70","1775584356704000000","","200","-150","-798.12040854760608","0","0","-451.25692225144576","0","0","1","3889.5846424225056","451.25692225144576","-3889.5846424225056","1","0","0","0","0","0","0"
"1469","2026-04-07","17:52:36.70","1775584356706000000","","200","-150","-799.00698513229599","0","0","-443.2882923449597","0","0","1","3984.3149532430289","443.2882923449597","-3984.3149532430289","1","0","0","0","0","0","0"
"1470","2026-04-07","17:52:36.70","1775584356708000000","","200","-150","-799.87725927593362","0","0","-435.137071818815","0","0","1","4075.610263072349","435.137071818815","-4075.610263072349","1","0","0","0","0","0","0"
"1471","2026-04-07","17:52:36.71","1775584356710000000","","200","-150","-800.73087998050971","0","0","-426.81035228804376","0","0","1","4163.3597653856214","426.81035228804376","-4163.3597653856214","1","0","0","0","0","0","0"
"1472","2026-04-07","17:52:36.71","1775584356712000000","","200","-150","-801.56751087447094","0","0","-418.31544698061407","0","0","1","4247.4526537148449","418.31544698061407","-4247.4526537148449","1","0","0","0","0","0","0"
"1473","2026-04-07","17:52:36.71","1775584356714000000","","200","-150","-802.38683065594637","0","0","-409.65989073771425","0","0","1","4327.77812144991","409.65989073771425","-4327.77812144991","1","0","0","0","0","0","0"
"1474","2026-04-07","17:52:36.71","1775584356716000000","","200","-150","-803.18853353597251","0","0","-400.85144001307071","0","0","1","4404.2253623217675","400.85144001307071","-4404.2253623217675","1","0","0","0","0","0","0"
"1475","2026-04-07","17:52:36.71","1775584356718000000","","200","-150","-803.97232968171977","0","0","-391.8980728736301","0","0","1","4476.6835697203078","391.8980728736301","-4476.6835697203078","1","0","0","0","0","0","0"
